,Mano,Grande,Stddev_grande,Grande_value
253,S A A A (2),0.0238791,0.0403257,6111.3
428,S A A A (3),0.0236563,0.040088,6111.2
609,S A A A (4),0.0236096,0.040017,6111.1
440,7 7 7 7 (1),0.0106449,0.431199,5555.4
629,7 7 7 7 (2),0.0104314,0.446283,5555.3
802,7 7 7 7 (3),0.00944104,0.409617,5555.2
972,7 7 7 7 (4),0.0098977,0.435999,5555.1
867,7 7 7 6 (1),0.0103457,0.0996365,5554.4
1046,7 7 7 6 (2),0.0101332,0.0988827,5554.3
1213,7 7 7 6 (3),0.0103605,0.0995595,5554.2
62,7 7 7 6 (4),0.0101118,0.0983393,5554.1
1287,7 7 7 5 (1),0.0101446,0.0987259,5553.4
133,7 7 7 5 (2),0.00983919,0.0971321,5553.3
303,7 7 7 5 (3),0.00994331,0.0978177,5553.2
476,7 7 7 5 (4),0.0100967,0.0984401,5553.1
380,7 7 7 4 (1),0.0102033,0.098956,5552.4
558,7 7 7 4 (2),0.010024,0.0981523,5552.3
727,7 7 7 4 (3),0.0102366,0.0992261,5552.2
904,7 7 7 4 (4),0.0101962,0.0989737,5552.1
805,7 7 7 A (1),0.00999981,0.0690974,5551.4
975,7 7 7 A (2),0.00985136,0.0686078,5551.3
1148,7 7 7 A (3),0.00997708,0.0691568,5551.2
3,7 7 7 A (4),0.00998671,0.0689961,5551.1
1093,7 7 6 6 (1),0.00989773,0.064925,5544.4
1270,7 7 6 6 (2),0.0100553,0.0653898,5544.3
112,7 7 6 6 (3),0.0101372,0.0656466,5544.2
283,7 7 6 6 (4),0.00999601,0.0650872,5544.1
184,7 7 6 5 (1),0.00989878,0.0396728,5543.4
357,7 7 6 5 (2),0.0100627,0.0399916,5543.3
527,7 7 6 5 (3),0.0100421,0.0399214,5543.2
704,7 7 6 5 (4),0.00994568,0.0397776,5543.1
607,7 7 6 4 (1),0.00999143,0.0399184,5542.4
778,7 7 6 4 (2),0.00993353,0.0397249,5542.3
952,7 7 6 4 (3),0.00995566,0.0397418,5542.2
1127,7 7 6 4 (4),0.0099173,0.0397707,5542.1
1027,7 7 6 A (1),0.00985775,0.0279364,5541.4
1195,7 7 6 A (2),0.00979457,0.0278417,5541.3
49,7 7 6 A (3),0.00990221,0.0279913,5541.2
224,7 7 6 A (4),0.00976017,0.0278254,5541.1
414,7 7 5 5 (1),0.00977251,0.0645051,5533.4
591,7 7 5 5 (2),0.009538,0.0636813,5533.3
762,7 7 5 5 (3),0.00962674,0.0639005,5533.2
932,7 7 5 5 (4),0.00955036,0.0637467,5533.1
836,7 7 5 4 (1),0.00969868,0.0392457,5532.4
1007,7 7 5 4 (2),0.00966997,0.0392132,5532.3
1177,7 7 5 4 (3),0.00956348,0.0389768,5532.2
28,7 7 5 4 (4),0.00958566,0.0390475,5532.1
1253,7 7 5 A (1),0.00958932,0.0276267,5531.4
97,7 7 5 A (2),0.00955504,0.0275502,5531.3
271,7 7 5 A (3),0.00950991,0.0275216,5531.2
446,7 7 5 A (4),0.00945293,0.0273957,5531.1
1063,7 7 4 4 (1),0.00940627,0.0631707,5522.4
1235,7 7 4 4 (2),0.0094317,0.0632049,5522.3
81,7 7 4 4 (3),0.00931017,0.0628176,5522.2
251,7 7 4 4 (4),0.00928779,0.0627813,5522.1
152,7 7 4 A (1),0.00934925,0.0272462,5521.4
323,7 7 4 A (2),0.009316,0.0271637,5521.3
496,7 7 4 A (3),0.00929977,0.0271362,5521.2
675,7 7 4 A (4),0.009275,0.0271455,5521.1
375,7 7 A A (1),0.00917085,0.0288468,5511.4
544,7 7 A A (2),0.00916798,0.0288589,5511.3
725,7 7 A A (3),0.00919763,0.0289046,5511.2
900,7 7 A A (4),0.0090891,0.0287093,5511.1
696,7 6 6 6 (1),0.00742125,0.0847285,5444.4
878,7 6 6 6 (2),0.00741229,0.0844942,5444.3
1052,7 6 6 6 (3),0.00752807,0.085048,5444.2
1223,7 6 6 6 (4),0.00723202,0.0833014,5444.1
1117,7 6 6 5 (1),0.00748078,0.0344308,5443.4
1294,7 6 6 5 (2),0.007401,0.0342963,5443.3
139,7 6 6 5 (3),0.00734508,0.0342011,5443.2
310,7 6 6 5 (4),0.0072779,0.0340059,5443.1
213,7 6 6 4 (1),0.00733785,0.0340805,5442.4
385,7 6 6 4 (2),0.00737184,0.0342729,5442.3
559,7 6 6 4 (3),0.00733759,0.0341342,5442.2
736,7 6 6 4 (4),0.0073326,0.0341524,5442.1
640,7 6 6 A (1),0.00727161,0.0239979,5441.4
816,7 6 6 A (2),0.00726184,0.024026,5441.3
987,7 6 6 A (3),0.0072188,0.02394,5441.2
1153,7 6 6 A (4),0.00721456,0.0239299,5441.1
21,7 6 5 5 (1),0.00670921,0.0326931,5433.4
195,7 6 5 5 (2),0.00670515,0.0326506,5433.3
364,7 6 5 5 (3),0.00659891,0.0323662,5433.2
534,7 6 5 5 (4),0.00662579,0.0324836,5433.1
434,7 6 5 4 (1),0.00656535,0.019773,5432.4
613,7 6 5 4 (2),0.00638107,0.0194914,5432.3
786,7 6 5 4 (3),0.00626932,0.019323,5432.2
958,7 6 5 4 (4),0.0060875,0.0190247,5432.1
862,7 6 5 A (1),0.00594668,0.0133003,5431.4
1034,7 6 5 A (2),0.00567399,0.012998,5431.3
1205,7 6 5 A (3),0.00530323,0.0125658,5431.2
54,7 6 5 A (4),0.00501746,0.0122183,5431.1
665,7 6 4 4 (1),0.00455223,0.0268933,5422.4
844,7 6 4 4 (2),0.00459274,0.0270245,5422.3
1015,7 6 4 4 (3),0.00450705,0.0267244,5422.2
1182,7 6 4 4 (4),0.00456838,0.0269465,5422.1
1085,7 6 4 A (1),0.00447805,0.0115383,5421.4
1259,7 6 4 A (2),0.00418099,0.011139,5421.3
106,7 6 4 A (3),0.0039408,0.0108433,5421.2
279,7 6 4 A (4),0.00367686,0.0104618,5421.1
1309,7 6 A A (1),0.00345934,0.0108483,5411.4
161,7 6 A A (2),0.0032893,0.0105572,5411.3
333,7 6 A A (3),0.00311321,0.0102903,5411.2
502,7 6 A A (4),0.00295252,0.0100271,5411.1
950,7 5 5 5 (1),0.0022534,0.0464582,5333.4
1125,7 5 5 5 (2),0.00225663,0.0465776,5333.3
1302,7 5 5 5 (3),0.00213807,0.0454539,5333.2
150,7 5 5 5 (4),0.00218158,0.0458093,5333.1
46,7 5 5 4 (1),0.00223824,0.0188491,5332.4
217,7 5 5 4 (2),0.00221807,0.0187538,5332.3
395,7 5 5 4 (3),0.00222835,0.0188032,5332.2
572,7 5 5 4 (4),0.00223664,0.0188619,5332.1
463,7 5 5 A (1),0.00216293,0.0131149,5331.4
644,7 5 5 A (2),0.00218565,0.0131952,5331.3
822,7 5 5 A (3),0.00216253,0.0131174,5331.2
992,7 5 5 A (4),0.00213151,0.0129942,5331.1
270,7 5 4 4 (1),0.00198145,0.0177662,5322.4
443,7 5 4 4 (2),0.00199686,0.0178142,5322.3
624,7 5 4 4 (3),0.00198574,0.0177356,5322.2
799,7 5 4 4 (4),0.0019817,0.0177586,5322.1
690,7 5 4 A (1),0.00192012,0.00756683,5321.4
870,7 5 4 A (2),0.0017602,0.00724239,5321.3
1044,7 5 4 A (3),0.00160522,0.00690183,5321.2
1215,7 5 4 A (4),0.00146091,0.00660011,5321.1
919,7 5 A A (1),0.00134342,0.00674827,5311.4
1094,7 5 A A (2),0.00124339,0.00649825,5311.3
1268,7 5 A A (3),0.00116229,0.00628289,5311.2
113,7 5 A A (4),0.00107838,0.00605624,5311.1
1207,7 4 4 4 (1),0.0008977,0.0294513,5222.4
1265,7 4 4 4 (2),0.000896923,0.0293845,5222.3
227,7 4 4 4 (3),0.000882656,0.0291147,5222.2
405,7 4 4 4 (4),0.000914609,0.0296555,5222.1
292,7 4 4 A (1),0.000887391,0.00838911,5221.4
355,7 4 4 A (2),0.000878637,0.00835345,5221.3
651,7 4 4 A (3),0.00085665,0.00827181,5221.2
828,7 4 4 A (4),0.000854786,0.00824548,5221.1
519,7 4 A A (1),0.000790585,0.00518698,5211.4
588,7 4 A A (2),0.000712973,0.00492323,5211.3
879,7 4 A A (3),0.000653493,0.00471287,5211.2
1054,7 4 A A (4),0.000581506,0.00444153,5211.1
130,7 A A A (1),0.000540711,0.00607366,5111.4
192,7 A A A (2),0.000513147,0.00590457,5111.3
474,7 A A A (3),0.000518217,0.00594117,5111.2
657,7 A A A (4),0.00050379,0.00585371,5111.1
748,6 6 6 6 (1),0.0,0.0,4444.4
812,6 6 6 6 (2),0.000133517,0.0561468,4444.3
1097,6 6 6 6 (3),0.000101732,0.0404815,4444.2
1273,6 6 6 6 (4),7.27878e-05,0.0336814,4444.1
1165,6 6 6 5 (1),0.000118249,0.0106371,4443.4
1228,6 6 6 5 (2),0.000151764,0.0120022,4443.3
189,6 6 6 5 (3),0.000152466,0.0121058,4443.2
362,6 6 6 5 (4),0.000147544,0.0118348,4443.1
256,6 6 6 4 (1),0.000144351,0.0117148,4442.4
315,6 6 6 4 (2),0.000144906,0.0118382,4442.3
611,6 6 6 4 (3),0.000145736,0.0118906,4442.2
782,6 6 6 4 (4),9.24998e-05,0.00936971,4442.1
679,6 6 6 A (1),0.000142956,0.00829336,4441.4
741,6 6 6 A (2),0.000143234,0.00828827,4441.3
1032,6 6 6 A (3),0.000112398,0.00732099,4441.2
1202,6 6 6 A (4),0.000129592,0.0078547,4441.1
64,6 6 5 5 (1),0.000142433,0.0077577,4433.4
123,6 6 5 5 (2),0.000161271,0.00827103,4433.3
416,6 6 5 5 (3),0.000140631,0.00775679,4433.2
594,6 6 5 5 (4),0.000147114,0.00789949,4433.1
478,6 6 5 4 (1),0.000148862,0.00486122,4432.4
538,6 6 5 4 (2),0.000147276,0.00484007,4432.3
840,6 6 5 4 (3),0.000137427,0.00466984,4432.2
1011,6 6 5 4 (4),0.000142267,0.00474825,4432.1
905,6 6 5 A (1),0.000143966,0.00338064,4431.4
965,6 6 5 A (2),0.000143484,0.00337541,4431.3
1257,6 6 5 A (3),0.000138001,0.00330671,4431.2
102,6 6 5 A (4),0.000131806,0.00323504,4431.1
708,6 6 4 4 (1),0.000135793,0.00758464,4422.4
770,6 6 4 4 (2),0.000129681,0.00740095,4422.3
1067,6 6 4 4 (3),0.000144649,0.00785759,4422.2
1240,6 6 4 4 (4),0.000120509,0.00715261,4422.1
1130,6 6 4 A (1),0.000136194,0.00328556,4421.4
1187,6 6 4 A (2),0.000136697,0.0033008,4421.3
156,6 6 4 A (3),0.000130139,0.00321696,4421.2
334,6 6 4 A (4),0.000126629,0.00316935,4421.1
30,6 6 A A (1),0.000120697,0.00331471,4411.4
89,6 6 A A (2),0.000129884,0.00343772,4411.3
381,6 6 A A (3),0.000131582,0.00346124,4411.2
552,6 6 A A (4),0.000118863,0.00328727,4411.1
1002,6 5 5 5 (1),9.4453e-05,0.00948595,4333.4
1064,6 5 5 5 (2),7.6098e-05,0.00855039,4333.3
23,6 5 5 5 (3),9.98959e-05,0.00971174,4333.2
200,6 5 5 5 (4),9.47847e-05,0.00943916,4333.1
92,6 5 5 4 (1),8.59525e-05,0.00369461,4332.4
153,6 5 5 4 (2),8.46741e-05,0.00366827,4332.3
438,6 5 5 4 (3),9.40922e-05,0.00385942,4332.2
625,6 5 5 4 (4),8.16174e-05,0.00359813,4332.1
507,6 5 5 A (1),8.38441e-05,0.00258261,4331.4
576,6 5 5 A (2),8.20957e-05,0.00254944,4331.3
866,6 5 5 A (3),7.54817e-05,0.00244653,4331.2
1039,6 5 5 A (4),8.1725e-05,0.00254411,4331.1
314,6 5 4 4 (1),7.07567e-05,0.00334996,4322.4
377,6 5 4 4 (2),6.94084e-05,0.0033233,4322.3
670,6 5 4 4 (3),7.31463e-05,0.00341902,4322.2
849,6 5 4 4 (4),6.28162e-05,0.00317016,4322.1
740,6 5 4 A (1),5.98798e-05,0.00133448,4321.4
807,6 5 4 A (2),5.29469e-05,0.00125518,4321.3
1090,6 5 4 A (3),4.59193e-05,0.00117067,4321.2
1264,6 5 4 A (4),3.58081e-05,0.0010318,4321.1
963,6 5 A A (1),2.72694e-05,0.000962891,4311.4
1026,6 5 A A (2),2.21736e-05,0.000868464,4311.3
1315,6 5 A A (3),1.80906e-05,0.000784488,4311.2
167,6 5 A A (4),1.50753e-05,0.000715942,4311.1
1255,6 4 4 4 (1),9.91517e-06,0.00317589,4222.4
1316,6 4 4 4 (2),8.22544e-06,0.00286187,4222.3
272,6 4 4 4 (3),5.25472e-06,0.00235216,4222.2
449,6 4 4 4 (4),4.61612e-06,0.00206765,4222.1
344,6 4 4 A (1),8.06691e-06,0.00080022,4221.4
407,6 4 4 A (2),8.94841e-06,0.000847154,4221.3
694,6 4 4 A (3),8.98116e-06,0.000843912,4221.2
876,6 4 4 A (4),1.00526e-05,0.00089359,4221.1
575,6 4 A A (1),7.09328e-06,0.000491478,4211.4
637,6 4 A A (2),5.5033e-06,0.000432865,4211.3
924,6 4 A A (3),3.33821e-06,0.000336667,4211.2
1100,6 4 A A (4),2.37426e-06,0.000283808,4211.1
178,6 A A A (1),1.02552e-06,0.000264907,4111.4
238,6 A A A (2),2.15777e-06,0.000383522,4111.3
522,6 A A A (3),6.78629e-07,0.000214644,4111.2
700,6 A A A (4),1.70399e-06,0.000340941,4111.1
1053,5 5 5 5 (1),0.0,0.0,3333.4
1225,5 5 5 5 (2),0.0,0.0,3333.3
70,5 5 5 5 (3),0.0,0.0,3333.2
244,5 5 5 5 (4),0.0,0.0,3333.1
140,5 5 5 4 (1),0.0,0.0,3332.4
311,5 5 5 4 (2),0.0,0.0,3332.3
484,5 5 5 4 (3),0.0,0.0,3332.2
668,5 5 5 4 (4),0.0,0.0,3332.1
561,5 5 5 A (1),0.0,0.0,3331.4
734,5 5 5 A (2),0.0,0.0,3331.3
911,5 5 5 A (3),7.97448e-07,0.0006177,3331.2
1091,5 5 5 A (4),0.0,0.0,3331.1
365,5 5 4 4 (1),0.0,0.0,3322.4
535,5 5 4 4 (2),6.88705e-07,0.000533468,3322.3
711,5 5 4 4 (3),0.0,0.0,3322.2
892,5 5 4 4 (4),0.0,0.0,3322.1
787,5 5 4 A (1),1.29299e-07,0.000100155,3321.4
960,5 5 4 A (2),0.0,0.0,3321.3
1135,5 5 4 A (3),0.0,0.0,3321.2
1310,5 5 4 A (4),0.0,0.0,3321.1
1014,5 5 A A (1),1.48544e-07,0.000115062,3311.4
1184,5 5 A A (2),1.43308e-07,0.000111005,3311.3
34,5 5 A A (3),0.0,0.0,3311.2
210,5 5 A A (4),1.51653e-07,0.00011747,3311.1
1301,5 4 4 4 (1),0.0,0.0,3222.4
149,5 4 4 4 (2),0.0,0.0,3222.3
319,5 4 4 4 (3),0.0,0.0,3222.2
495,5 4 4 4 (4),0.0,0.0,3222.1
394,5 4 4 A (1),0.0,0.0,3221.4
573,5 4 4 A (2),1.28502e-07,9.95369e-05,3221.3
746,5 4 4 A (3),0.0,0.0,3221.2
922,5 4 4 A (4),0.0,0.0,3221.1
623,5 4 A A (1),0.0,0.0,3211.4
797,5 4 A A (2),0.0,0.0,3211.3
969,5 4 A A (3),0.0,0.0,3211.2
1143,5 4 A A (4),0.0,0.0,3211.1
226,5 A A A (1),0.0,0.0,3111.4
402,5 A A A (2),0.0,0.0,3111.3
581,5 A A A (3),0.0,0.0,3111.2
754,5 A A A (4),0.0,0.0,3111.1
1237,4 4 4 4 (1),0.0,0.0,2222.4
199,4 4 4 4 (2),0.0,0.0,2222.3
370,4 4 4 4 (3),0.0,0.0,2222.2
540,4 4 4 4 (4),0.0,0.0,2222.1
325,4 4 4 A (1),0.0,0.0,2221.4
626,4 4 4 A (2),0.0,0.0,2221.3
792,4 4 4 A (3),0.0,0.0,2221.2
966,4 4 4 A (4),0.0,0.0,2221.1
547,4 4 A A (1),0.0,0.0,2211.4
847,4 4 A A (2),0.0,0.0,2211.3
1018,4 4 A A (3),0.0,0.0,2211.2
1188,4 4 A A (4),0.0,0.0,2211.1
162,4 A A A (1),0.0,0.0,2111.4
447,4 A A A (2),0.0,0.0,2111.3
630,4 A A A (3),0.0,0.0,2111.2
803,4 A A A (4),0.0,0.0,2111.1
321,A A A A (1),0.0,0.0,1111.4
494,A A A A (2),0.0,0.0,1111.3
557,A A A A (3),0.0,0.0,1111.2
851,A A A A (4),0.0,0.0,1111.1
