,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,SampleAppearances,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Samples,Sample_size
794,R C 4 A (1),34.8032,0.580886,34.8053,0.581338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6966,0.816126,8721.4,1277.6,0.4,25.4, X X X X (1), 25 (1),600000,4033796933,3684508218,2352386760,2556720211,614964418,1477076722,600000,600000
795,R R R S (4),99.618,0.160852,0.0,0.0,88.3868,0.835121,87.2259,0.91268,72.4388,1.16705,42.4772,1.86634,0.0,0.0,8886.1,6887.9,888.1,40.1, R R R X (4), 40 (4),600000,882353881,882353881,802164032,882353881,422766221,0,600000,600000
796,S S 5 A (4),0.205148,0.12758,19.9958,1.1276,32.0863,1.31649,26.8143,1.296,0.0,0.0,0.0,0.0,22.828,1.9261,6631.1,1365.9,66.1,26.1, S S X X (4), 26 (4),600000,756322040,756322040,701839572,471381192,109855577,284940848,600000,600000
797,5 4 A A (2),0.0,0.0,96.4146,0.342913,12.4916,0.610279,4.44894,0.398044,0.0,0.0,0.0,0.0,0.0,0.0,3211.3,1122.7,11.3,11.3, A A X X (2), 11 (2),600000,1764759390,1764759390,1616216862,1347078849,472535839,417680541,600000,600000
798,R C S 4 (1),51.1663,0.860591,0.533607,0.12567,0.0,0.0,0.0,0.0,53.9866,0.860778,16.6605,0.864439,0.0,0.0,8762.4,2677.6,0.4,34.4, X X X X (1), 34 (1),600000,2016830682,1864913319,1228413152,2016830682,1113532616,0,600000,600000
799,7 5 4 4 (4),0.0019817,0.0177586,2.42225,0.613131,16.7715,1.49023,11.246,1.30073,0.0,0.0,0.0,0.0,0.597917,0.580029,5322.1,2234.9,22.1,20.1, 4 4 X X (4), 20 (4),600000,378159982,378159982,354617136,271651465,83467245,106508517,600000,600000
800,S S 7 7 (1),0.216194,0.30304,0.000159717,0.00826503,90.7202,1.89034,90.134,2.0031,51.725,3.25899,14.2356,3.04738,0.0,0.0,6655.4,5565.6,6655.4,34.4, S S 7 7 (1), 34 (1),600000,141825593,141825593,133397374,141825593,79830344,0,600000,600000
801,C S 4 A (3),1.45578,0.205923,37.2681,0.834017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8854,1.0142,7621.2,1266.8,0.2,25.2, X X X X (3), 25 (3),600000,2016888765,1864967591,1228417889,1278333326,307494444,738555439,600000,600000
802,7 7 7 7 (3),0.00944104,0.409617,0.000186237,0.0530614,88.7723,13.639,88.1939,14.3682,0.0,0.0,0.0,0.0,65.0389,34.2261,5555.2,5554.8,5555.2,28.2, 7 7 7 7 (3), 28 (3),599188,3938989,3938989,3745770,2504456,600763,1434533,600000,600000
803,4 A A A (4),0.0,0.0,99.822,0.109781,78.1881,1.0768,76.0076,1.16841,0.0,0.0,0.0,0.0,0.0,0.0,2111.1,1111.9,111.1,7.1, A A A X (4), 7 (4),600000,882361548,882361548,802170025,691252072,257392881,191109476,600000,600000
804,R R 6 6 (1),76.3144,1.28044,0.00922221,0.0289233,98.5513,0.359802,98.4243,0.391139,75.696,1.29284,58.6438,1.93671,0.0,0.0,8844.4,4487.6,8844.4,320.4, R R 6 6 (1), 32 (1),600000,661745187,661745187,608401097,661745187,388890457,0,600000,600000
805,7 7 7 A (1),0.00999981,0.0690974,8.40544,1.91906,79.2374,2.80742,77.7771,2.97661,0.0,0.0,0.0,0.0,6.09577,2.91564,5551.4,1554.6,555.4,22.4, 7 7 7 X (1), 22 (1),600000,126047897,126047897,117764275,85151160,23033725,40896737,600000,600000
806,R S A A (2),16.9132,0.4888,70.5558,0.594992,14.1526,0.454663,4.98961,0.298776,0.0,0.0,0.0,0.0,2.94305,0.369898,8611.3,1167.7,11.3,22.3, A A X X (2), 22 (2),600000,3529510927,3529510927,3189118635,2273627516,564005383,1255883411,600000,600000
807,6 5 4 A (2),5.29469e-05,0.00125518,53.6275,0.858722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00768214,0.0295044,4321.3,1233.7,0.3,16.3, X X X X (2), 16 (2),600000,2016793978,1864886414,1228376600,1485298358,481515290,531495620,600000,600000
808,R R R 7 (1),99.5673,0.171385,1.01254e-06,0.000261525,89.8531,0.787208,88.8389,0.861084,69.3447,1.20228,41.2941,1.77831,0.0,0.0,8885.4,5887.6,888.4,37.4, R R R X (1), 37 (1),600000,882402740,882402740,802219857,882402740,460777373,0,600000,600000
809,R S 7 4 (2),24.7092,0.743351,0.708349,0.144562,0.0,0.0,0.0,0.0,91.1698,0.489362,85.1528,0.795175,0.0,0.0,8652.3,2567.7,0.3,3100.3, X X X X (2), 31 (2),600000,2016819586,1864896646,1228352324,2016819586,1199481333,0,600000,600000
810,C C 6 6 (3),2.36806,0.991899,0.0094279,0.0633668,92.0369,1.76355,91.5338,1.86998,71.3246,2.95176,51.207,4.26339,0.0,0.0,7744.2,4476.8,7744.2,320.2, C C 6 6 (3), 32 (3),600000,141794946,141794946,133368499,141794946,83331427,0,600000,600000
811,C S S 4 (3),2.08657,0.570433,0.553444,0.295675,34.1885,1.89382,29.8197,1.88525,50.6897,1.99244,10.6863,1.65986,0.0,0.0,7662.2,2666.8,66.2,34.2, S S X X (3), 34 (3),600000,378155068,378155068,354614302,378155068,208780579,0,600000,600000
812,6 6 6 6 (2),0.000133517,0.0561468,0.00980557,0.425489,87.6678,14.1864,87.0336,14.9396,0.0,0.0,0.0,0.0,11.8051,24.3649,4444.3,4443.7,4444.3,24.3, 6 6 6 6 (2), 24 (2),599175,3940253,3940253,3747137,2718774,768141,1221479,600000,600000
813,C 7 A A (4),0.855378,0.169912,74.6555,0.802713,8.41879,0.511646,0.0,0.0,0.0,0.0,0.0,0.0,0.10452,0.105592,7511.1,1156.9,11.1,19.1, A A X X (4), 19 (4),600000,1764661781,1764661781,1616098612,1202360404,332274488,562301377,600000,600000
814,R 5 5 5 (1),5.74793,1.60987,0.215621,0.320752,80.6857,2.72961,79.3278,2.8968,0.0,0.0,0.0,0.0,25.8736,5.19771,8333.4,3337.6,333.4,25.4, 5 5 5 X (1), 25 (1),600000,126045777,126045777,117765874,82831334,21311196,43214443,600000,600000
815,C 7 7 4 (4),1.20738,0.435161,0.76755,0.348101,28.0459,1.78975,23.269,1.73922,0.0,0.0,0.0,0.0,59.5153,3.24305,7552.1,2556.9,55.1,28.1, 7 7 X X (4), 28 (4),600000,378155922,378155922,354614000,240090192,57785811,138065730,600000,600000
816,7 6 6 A (2),0.00726184,0.024026,14.2073,0.983446,24.4561,1.21014,18.5929,1.13724,0.0,0.0,0.0,0.0,0.742811,0.442005,5441.3,1444.7,44.3,20.3, 6 6 X X (2), 20 (2),600000,756269220,756269220,701800424,529880032,154490610,226389188,600000,600000
817,R S 4 A (4),17.3226,0.461619,35.596,0.583849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5304,0.667375,8621.1,1267.9,0.1,25.1, X X X X (4), 25 (4),600000,4033821472,3684501448,2352395649,2556616440,614980259,1477205032,600000,600000
818,R C C 7 (2),55.9557,1.40034,9.53732e-06,0.000870827,45.4962,1.40396,41.2671,1.44084,68.1129,1.31411,38.9341,1.90384,0.0,0.0,8775.3,5777.7,77.3,37.3, C C X X (2), 37 (2),600000,756328042,756328042,701867463,756328042,394935582,0,600000,600000
819,R 7 6 4 (3),13.0458,0.580203,1.08417,0.178383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6474,1.4354,8542.2,2457.8,0.2,27.2, X X X X (3), 27 (3),600000,2016901605,1864982360,1228447742,1299354067,321683818,717547538,600000,600000
820,S 6 5 A (1),0.0720014,0.0462828,25.3845,0.750629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4401,0.685573,6431.4,1345.6,0.4,22.4, X X X X (1), 22 (1),600000,2016934378,1865010701,1228439063,1359855718,367940324,657078660,600000,600000
821,R S S 4 (4),26.869,1.24776,0.548623,0.207891,37.4398,1.36157,32.5837,1.36774,49.0865,1.40778,7.78182,1.01473,0.0,0.0,8662.1,2667.9,66.1,34.1, S S X X (4), 34 (4),600000,756285576,756285576,701809435,756285576,417544497,0,600000,600000
822,7 5 5 A (3),0.00216253,0.0131174,27.0083,1.24976,19.6534,1.12071,13.4168,0.996505,0.0,0.0,0.0,0.0,0.0760273,0.145758,5331.2,1334.8,33.2,18.2, 5 5 X X (3), 18 (3),600000,756328189,756328189,701848498,541106531,164855249,215221658,600000,600000
823,R C 6 6 (4),41.7726,1.39054,0.00924317,0.0270929,28.258,1.26948,22.6882,1.2252,69.2077,1.30022,47.6012,1.83718,0.0,0.0,8744.1,4477.9,44.1,320.1, 6 6 X X (4), 32 (4),600000,756345486,756345486,701855668,756345486,444468678,0,600000,600000
824,R S S 7 (3),27.0665,1.25123,7.99149e-05,0.00251635,37.8427,1.36603,33.018,1.37525,66.8941,1.32672,36.6003,1.87887,0.0,0.0,8665.2,5667.8,66.2,37.2, S S X X (3), 37 (3),600000,756251749,756251749,701778357,756251749,394896741,0,600000,600000
825,S 7 7 6 (1),0.176328,0.167308,0.00738053,0.0342359,29.0168,1.807,24.305,1.76365,0.0,0.0,0.0,0.0,100.0,0.0,6554.4,4555.6,55.4,30.4, 7 7 X X (1), 30 (1),600000,378181826,378181826,354641146,232038078,52317450,146143748,600000,600000
826,S 5 4 A (2),0.038912,0.0340074,51.8315,0.861262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613779,0.242671,6321.3,1235.7,0.3,20.3, X X X X (2), 20 (2),600000,2016859989,1864948176,1228404758,1393064065,395643965,623795924,600000,600000
827,C 5 A A (1),0.493803,0.129324,85.7775,0.644072,14.8817,0.657168,7.0577,0.493327,0.0,0.0,0.0,0.0,0.0272343,0.0557022,7311.4,1136.6,11.4,17.4, A A X X (1), 17 (1),600000,1764686691,1764686691,1616132732,1237689881,362671924,526996810,600000,600000
828,7 4 4 A (4),0.000854786,0.00824548,55.7996,1.40005,15.6056,1.02347,9.05465,0.840024,0.0,0.0,0.0,0.0,0.00215975,0.0256152,5221.1,1224.9,22.1,16.1, 4 4 X X (4), 16 (4),600000,756324663,756324663,701845723,558299161,181848128,198025502,600000,600000
829,R S S A (1),26.8531,0.883818,5.72557,0.462861,40.0468,0.97589,34.6241,0.988991,100.0,0.0,100.0,0.0,0.0,0.0,8661.4,1667.6,66.4,3100.4, S S X X (1), 31 (1),600000,1512653256,1512653256,1387185501,1512653256,850518996,0,600000,600000
830,C C 7 5 (2),2.39185,0.608347,0.0622586,0.0995083,37.9298,1.93522,33.8089,1.94802,73.9205,1.74877,55.3066,2.59577,0.0,0.0,7753.3,3576.7,77.3,320.3, C C X X (2), 32 (2),600000,378151337,378151337,354608137,378151337,220659828,0,600000,600000
831,S 6 6 6 (2),0.0810014,0.279214,0.010123,0.0986265,78.2053,4.04732,76.8961,4.25489,0.0,0.0,0.0,0.0,66.9409,7.75565,6444.3,4445.7,444.3,28.3, 6 6 6 X (2), 28 (2),600000,63026542,63026542,59454877,40316063,9836461,22710479,600000,600000
832,S 4 A A (3),0.0257233,0.0296017,93.4683,0.455306,10.3393,0.561173,2.09794,0.276118,0.0,0.0,0.0,0.0,0.00176751,0.0144564,6211.2,1125.8,11.2,16.2, A A X X (3), 16 (3),600000,1764766767,1764766767,1616209487,1256198808,379474669,508567959,600000,600000
833,R C 6 5 (1),41.6429,0.850987,0.114927,0.0584609,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8743.4,3477.6,0.4,3100.4, X X X X (1), 31 (1),600000,2016777149,1864851641,1228360783,2016777149,1202071083,0,600000,600000
834,S S 7 5 (4),0.214686,0.18441,0.0762409,0.10995,30.9411,1.84173,26.3553,1.8135,70.1249,1.82582,48.7985,2.61112,0.0,0.0,6653.1,3565.9,66.1,320.1, S S X X (4), 32 (4),600000,378158619,378158619,354611178,378158619,220647996,0,600000,600000
835,R 7 7 A (2),14.0749,0.693002,8.32794,0.550103,33.019,0.936956,26.9613,0.923524,0.0,0.0,0.0,0.0,17.7786,1.27183,8551.3,1557.7,55.3,25.3, 7 7 X X (2), 25 (2),600000,1512609180,1512609180,1387156751,969419142,237554350,543190038,600000,600000
836,7 7 5 4 (1),0.00969868,0.0392457,1.80033,0.530724,26.4422,1.75733,21.5589,1.69335,0.0,0.0,0.0,0.0,10.0257,2.15655,5532.4,2354.6,55.4,23.4, 7 7 X X (1), 23 (1),600000,378157205,378157205,354615374,261341484,74093454,116815721,600000,600000
837,C S 6 5 (3),1.77413,0.322306,0.132544,0.0887236,0.0,0.0,0.0,0.0,82.8842,0.918467,71.284,1.42866,0.0,0.0,7643.2,3466.8,0.2,3100.2, X X X X (3), 31 (3),600000,1008373397,942607425,639861178,1008373397,601027411,0,600000,600000
838,R R S S (1),88.6265,0.958231,1.46843e-07,0.000113744,99.4659,0.219776,99.419,0.239001,74.6811,1.31153,47.1605,2.17508,0.0,0.0,8866.4,6687.6,8866.4,40.4, R R S S (1), 40 (1),600000,661773747,661773747,608429810,661773747,317099254,0,600000,600000
839,R S 5 5 (2),20.0193,1.1275,0.206178,0.127671,23.7686,1.20055,17.8515,1.12212,0.0,0.0,0.0,0.0,95.2824,0.947329,8633.3,3367.7,33.3,30.3, 5 5 X X (2), 30 (2),600000,756338829,756338829,701860250,455012061,99305127,301326768,600000,600000
840,6 6 5 4 (3),0.000137427,0.00466984,2.03006,0.56261,21.1338,1.62613,15.8969,1.5059,0.0,0.0,0.0,0.0,1.29308,0.839176,4432.2,2343.8,44.2,21.2, 6 6 X X (3), 21 (3),600000,378167039,378167039,354619840,268755124,80764703,109411915,600000,600000
841,C C S S (3),2.42991,1.00446,0.0,0.0,92.0892,1.75849,91.5892,1.86499,73.1874,2.8845,44.0353,4.68626,0.0,0.0,7766.2,6676.8,7766.2,40.2, C C S S (3), 40 (3),600000,141816327,141816327,133387252,141816327,67944650,0,600000,600000
842,R 6 6 A (3),8.31087,0.549797,14.0527,0.692003,26.9479,0.884305,20.3405,0.837725,0.0,0.0,0.0,0.0,6.49476,0.849636,8441.2,1447.8,44.2,23.2, 6 6 X X (3), 23 (3),600000,1512665187,1512665187,1387196204,1007142493,265770418,505522694,600000,600000
843,C 7 5 5 (4),1.0371,0.404533,0.209448,0.182037,20.7319,1.61683,15.4691,1.4898,0.0,0.0,0.0,0.0,34.5945,3.16885,7533.1,3356.9,33.1,27.1, 5 5 X X (4), 27 (4),600000,378174305,378174305,354628732,242532939,59500905,135641366,600000,600000
844,7 6 4 4 (2),0.00459274,0.0270245,2.39427,0.608707,17.2092,1.50589,11.7126,1.32542,0.0,0.0,0.0,0.0,1.42657,0.879338,5422.3,2244.7,22.3,21.3, 4 4 X X (2), 21 (2),600000,378155373,378155373,354612272,268303217,80360961,109852156,600000,600000
845,C C 4 A (1),2.33058,0.424935,34.9865,1.34366,39.7693,1.37895,35.0943,1.39653,0.0,0.0,0.0,0.0,20.6961,1.88722,7721.4,1276.6,77.4,25.4, C C X X (1), 25 (1),600000,756312572,756312572,701837769,479374072,115313283,276938500,600000,600000
846,R S 6 5 (4),22.0964,0.714905,0.120363,0.0598682,0.0,0.0,0.0,0.0,75.3164,0.744198,58.5862,1.10145,0.0,0.0,8643.1,3467.9,0.1,3100.1, X X X X (4), 31 (4),600000,2016854176,1864953499,1228416782,2016854176,1202093205,0,600000,600000
847,4 4 A A (2),0.0,0.0,96.8443,0.525881,89.1662,0.936074,88.2167,1.01255,0.0,0.0,0.0,0.0,0.0,0.0,2211.3,1121.7,2211.3,10.3, 4 4 A A (2), 10 (2),600000,661780218,661780218,608450035,511937085,185065437,149843133,600000,600000
848,C C S 4 (1),2.41689,0.61247,0.538637,0.291841,38.3333,1.93817,34.2393,1.95317,53.9866,1.98504,16.6566,1.99663,0.0,0.0,7762.4,2676.6,77.4,34.4, C C X X (1), 34 (1),600000,378145378,378145378,354603737,378145378,208771958,0,600000,600000
849,6 5 4 4 (4),6.28162e-05,0.00317016,2.42646,0.614254,16.7701,1.48909,11.2438,1.29951,0.0,0.0,0.0,0.0,0.212934,0.351788,4322.1,2233.9,22.1,19.1, 4 4 X X (4), 19 (4),600000,378180381,378180381,354633609,274276193,86024709,103904188,600000,600000
850,S S 4 A (3),0.20394,0.127092,37.7859,1.36642,32.4467,1.31929,27.2037,1.30239,0.0,0.0,0.0,0.0,14.8858,1.66002,6621.2,1265.8,66.2,25.2, S S X X (3), 25 (3),600000,756307828,756307828,701836715,479351221,115296718,276956607,600000,600000
851,A A A A (4),0.0,0.0,99.995,0.0331305,90.1154,1.39233,89.0837,1.52877,0.0,0.0,0.0,0.0,0.0,0.0,1111.1,1110.9,1111.1,4.1, A A A A (4), 4 (4),600000,275739226,275739226,249677328,218668461,83800466,57070765,600000,600000
852,S S S 4 (3),0.217333,0.456676,0.554296,0.726634,78.8873,4.00633,77.6208,4.21427,50.6929,4.89724,10.6907,4.09421,0.0,0.0,6662.2,2665.8,666.2,34.2, S S S X (3), 34 (3),600000,63022415,63022415,59456212,63022415,34794254,0,600000,600000
853,C S A A (2),1.40895,0.217609,71.6395,0.831315,12.4922,0.609533,4.44787,0.397351,0.0,0.0,0.0,0.0,2.94417,0.522716,7611.3,1166.7,11.3,22.3, A A X X (2), 22 (2),600000,1764762845,1764762845,1616191761,1136794278,281963352,627968567,600000,600000
854,R C S S (4),54.0033,1.40416,0.0,0.0,40.762,1.3817,36.1632,1.40273,72.4387,1.2596,42.4774,2.01358,0.0,0.0,8766.1,6677.9,66.1,40.1, S S X X (4), 40 (4),600000,756289250,756289250,701806069,756289250,362366082,0,600000,600000
855,C S 7 4 (2),1.94269,0.337192,0.735942,0.208738,0.0,0.0,0.0,0.0,91.1708,0.69191,85.154,1.125,0.0,0.0,7652.3,2566.7,0.3,3100.3, X X X X (2), 31 (2),600000,1008380547,942618484,639875627,1008380547,599704107,0,600000,600000
856,S 7 A A (4),0.0975683,0.0575277,75.4836,0.793237,8.41886,0.512212,0.0,0.0,0.0,0.0,0.0,0.0,0.104154,0.105376,6511.1,1155.9,11.1,19.1, A A X X (4), 19 (4),600000,1764795611,1764795611,1616219967,1202449224,332272552,562346387,600000,600000
857,R S 6 4 (1),21.9688,0.715427,1.00844,0.172317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,8642.4,2467.6,0.4,30.4, X X X X (1), 30 (1),600000,2016909345,1864995366,1228476596,1218840962,268294497,798068383,600000,600000
858,C 5 5 5 (1),0.553397,0.727525,0.215827,0.454889,77.6857,4.08226,76.3461,4.29025,0.0,0.0,0.0,0.0,25.88,7.40275,7333.4,3336.6,333.4,25.4, 5 5 5 X (1), 25 (1),600000,63038251,63038251,59467664,41427847,10660125,21610404,600000,600000
859,S 7 7 4 (4),0.174421,0.166543,0.770168,0.348495,28.0483,1.79144,23.2694,1.74048,0.0,0.0,0.0,0.0,59.5121,3.24424,6552.1,2555.9,55.1,28.1, 7 7 X X (4), 28 (4),600000,378200742,378200742,354646230,240116845,57797827,138083897,600000,600000
860,C C C 7 (2),2.42862,1.50958,1.27039e-05,0.00348611,79.423,3.96167,78.1885,4.16815,68.1166,4.57507,38.9441,6.65133,0.0,0.0,7775.3,5776.7,777.3,37.3, C C C X (2), 37 (2),600000,63017099,63017099,59450431,63017099,32907253,0,600000,600000
861,R R 7 A (3),78.0629,0.539878,6.32678,0.317518,63.3323,0.627709,59.4187,0.673074,0.0,0.0,0.0,0.0,59.0571,1.02049,8851.2,1587.8,88.2,28.2, R R X X (3), 28 (3),600000,3529443364,3529443364,3189074351,2128421825,466657694,1401021539,600000,600000
862,7 6 5 A (1),0.00594668,0.0133003,25.9295,0.755646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427843,0.209026,5431.4,1344.6,0.4,19.4, X X X X (1), 19 (1),600000,2016868041,1864961801,1228445247,1431041888,428532553,585826153,600000,600000
863,C 7 6 4 (3),1.12828,0.258025,1.12806,0.257593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6423,2.03058,7542.2,2456.8,0.2,27.2, X X X X (3), 27 (3),600000,1008356355,942584482,639837120,649611302,160825315,358745053,600000,600000
864,R C S 7 (1),53.8525,0.8598,6.4732e-05,0.00138722,0.0,0.0,0.0,0.0,69.3457,0.794909,41.2952,1.17471,0.0,0.0,8765.4,5677.6,0.4,37.4, X X X X (1), 37 (1),600000,2016867628,1864956244,1228409152,2016867628,1053162132,0,600000,600000
865,R 7 5 4 (2),11.7022,0.555252,1.70339,0.223014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6976,1.353,8532.3,2357.7,0.3,26.3, X X X X (2), 26 (2),600000,2016791905,1864885451,1228388751,1317058934,334713154,699732971,600000,600000
866,6 5 5 A (3),7.54817e-05,0.00244653,27.0664,1.25042,19.6524,1.11943,13.4158,0.99714,0.0,0.0,0.0,0.0,0.0278113,0.0900993,4331.2,1333.8,33.2,17.2, 5 5 X X (3), 17 (3),600000,756352075,756352075,701872709,550675185,174146295,205676890,600000,600000
867,7 7 7 6 (1),0.0103457,0.0996365,0.00732188,0.0839286,78.3561,4.03621,77.0583,4.24254,0.0,0.0,0.0,0.0,59.144,8.20134,5554.4,4554.6,555.4,27.4, 7 7 7 X (1), 27 (1),600000,63024470,63024470,59458251,40937354,10234089,22087116,600000,600000
868,C S S 7 (3),2.0976,0.572417,8.39674e-05,0.00364942,34.1925,1.89167,29.8229,1.88447,66.8932,1.87615,36.5969,2.65612,0.0,0.0,7665.2,5666.8,66.2,37.2, S S X X (3), 37 (3),600000,378125082,378125082,354580854,378125082,197442807,0,600000,600000
869,C 6 5 4 (4),0.725382,0.207461,1.92382,0.335445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4478,1.43403,7432.1,2346.9,0.1,25.1, X X X X (4), 25 (4),600000,1008461694,942692294,639909385,668526973,174972974,339934721,600000,600000
870,7 5 4 A (2),0.0017602,0.00724239,52.7277,0.860382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330414,0.0600329,5321.3,1234.7,0.3,17.3, X X X X (2), 17 (2),600000,2016891276,1864972707,1228409062,1466147425,462093775,550743851,600000,600000
871,R S 7 7 (2),26.053,1.2362,0.000135943,0.0032811,34.8386,1.34071,29.7805,1.33726,49.8332,1.40894,10.8792,1.1678,0.0,0.0,8655.3,5567.7,55.3,34.3, 7 7 X X (2), 34 (2),600000,756317875,756317875,701838264,756317875,425737463,0,600000,600000
872,R R R R (1),100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,74.68,2.03134,47.155,3.37123,0.0,0.0,8888.4,8887.6,8888.4,40.4, R R R R (1), 40 (1),600000,275763973,275763973,249698983,275763973,132129130,0,600000,600000
873,S 5 A A (1),0.0345674,0.0343081,86.6524,0.627382,14.8794,0.656086,7.05541,0.493153,0.0,0.0,0.0,0.0,0.0273576,0.0558388,6311.4,1135.6,11.4,17.4, A A X X (1), 17 (1),600000,1764745147,1764745147,1616191064,1237781691,362689339,526963456,600000,600000
874,R 6 4 4 (3),7.1073,0.724691,2.3776,0.429093,19.1107,1.10775,12.832,0.977877,0.0,0.0,0.0,0.0,11.1249,1.54427,8422.2,2247.8,22.2,24.2, 4 4 X X (3), 24 (3),600000,756342922,756342922,701864110,507812765,136281452,248530157,600000,600000
875,C S S A (1),2.0862,0.402313,5.74861,0.655338,36.2343,1.35613,31.2859,1.35777,100.0,0.0,100.0,0.0,0.0,0.0,7661.4,1666.6,66.4,3100.4, S S X X (1), 31 (1),600000,756300623,756300623,701836135,756300623,425228145,0,600000,600000
876,6 4 4 A (4),1.00526e-05,0.00089359,55.9061,1.3995,15.6051,1.02188,9.05421,0.838929,0.0,0.0,0.0,0.0,0.000818709,0.015961,4221.1,1223.9,22.1,15.1, 4 4 X X (4), 15 (4),600000,756319529,756319529,701841695,563224445,187052417,193095084,600000,600000
877,R 7 6 4 (4),12.9582,0.579029,1.06926,0.177107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7019,1.40942,8542.1,2457.9,0.1,27.1, X X X X (4), 27 (4),600000,2016837550,1864924765,1228413693,1299340860,321681954,717496690,600000,600000
878,7 6 6 6 (2),0.00741229,0.0844942,0.0102885,0.099435,78.2142,4.04291,76.9066,4.25173,0.0,0.0,0.0,0.0,20.0589,6.96668,5444.3,4444.7,444.3,25.3, 6 6 6 X (2), 25 (2),600000,63025734,63025734,59457194,42609848,11536082,20415886,600000,600000
879,7 4 A A (3),0.000653493,0.00471287,94.3734,0.425646,10.3404,0.561426,2.0985,0.275993,0.0,0.0,0.0,0.0,1.25454e-05,0.00129948,5211.2,1124.8,11.2,13.2, A A X X (3), 13 (3),600000,1764781905,1764781905,1616212445,1317104277,439543595,447677628,600000,600000
880,C 7 7 7 (4),1.21408,1.07358,0.000130828,0.0111816,78.7581,4.01197,77.4832,4.22042,73.1754,4.34213,55.364,6.305,0.0,0.0,7555.1,5556.9,555.1,3100.1, 7 7 7 X (4), 31 (4),600000,63027443,63027443,59459304,63027443,37877691,0,600000,600000
881,C C 6 5 (1),2.36722,0.605761,0.116022,0.135644,38.3317,1.94002,34.2363,1.95445,100.0,0.0,100.0,0.0,0.0,0.0,7743.4,3476.6,77.4,3100.4, C C X X (1), 31 (1),600000,378189699,378189699,354638365,378189699,225410647,0,600000,600000
882,R S S 7 (4),27.0542,1.24911,7.86387e-05,0.00249906,37.4443,1.36329,32.5889,1.37107,65.685,1.33892,34.2832,1.85251,0.0,0.0,8665.1,5667.9,66.1,37.1, S S X X (4), 37 (4),600000,756325261,756325261,701849706,756325261,394925958,0,600000,600000
883,C 7 7 A (2),1.20374,0.307169,8.36784,0.779773,29.7525,1.28818,24.299,1.25552,0.0,0.0,0.0,0.0,17.7718,1.79926,7551.3,1556.7,55.3,25.3, 7 7 X X (2), 25 (2),600000,756303157,756303157,701819329,484707082,118780898,271596075,600000,600000
884,S S 6 5 (3),0.210664,0.183087,0.135991,0.147159,31.2843,1.84735,26.723,1.82041,82.8837,1.50036,71.2832,2.33585,0.0,0.0,6643.2,3465.8,66.2,3100.2, S S X X (3), 31 (3),600000,378187286,378187286,354646379,378187286,225414247,0,600000,600000
885,R 7 6 A (1),12.8714,0.408397,12.8709,0.407864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5338,0.662338,8541.4,1457.6,0.4,24.4, X X X X (1), 24 (1),600000,4033686475,3684394420,2352315676,2634291050,669470865,1399395425,600000,600000
886,C S 5 5 (2),1.62337,0.502968,0.207057,0.181161,21.2467,1.6302,16.0176,1.50902,0.0,0.0,0.0,0.0,95.2812,1.34156,7633.3,3366.7,33.3,30.3, 5 5 X X (2), 30 (2),600000,378141659,378141659,354597021,227471805,49646198,150669854,600000,600000
887,C 6 6 A (3),0.764805,0.245359,14.1189,0.980903,24.1678,1.20716,18.2801,1.13101,0.0,0.0,0.0,0.0,6.49158,1.2002,7441.2,1446.8,44.2,23.2, 6 6 X X (3), 23 (3),600000,756289601,756289601,701800728,503552137,132872436,252737464,600000,600000
888,S 7 5 5 (4),0.136193,0.14712,0.210681,0.183039,20.7299,1.61687,15.4678,1.4887,0.0,0.0,0.0,0.0,34.5997,3.17469,6533.1,3355.9,33.1,27.1, 5 5 X X (4), 27 (4),600000,378173067,378173067,354632058,242528459,59503454,135644608,600000,600000
