,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,SampleAppearances,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Samples,Sample_size
699,R 6 5 4 (4),7.83346,0.463456,1.8525,0.232415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4511,1.01532,8432.1,2347.9,0.1,25.1, X X X X (4), 25 (4),600000,2016806955,1864909761,1228391867,1336949320,349941965,679857635,600000,600000
700,6 A A A (4),1.70399e-06,0.000340941,99.414,0.199256,78.1859,1.07751,76.0053,1.16839,0.0,0.0,0.0,0.0,0.0,0.0,4111.1,1113.9,111.1,9.1, A A A X (4), 9 (4),600000,882347698,882347698,802161379,675758395,238852521,206589303,600000,600000
701,S S 6 5 (2),0.21038,0.182643,0.136374,0.147102,31.6355,1.85346,27.0965,1.82851,91.0983,1.13622,85.065,1.84416,0.0,0.0,6643.3,3465.7,66.3,3100.3, S S X X (2), 31 (2),600000,378150183,378150183,354606419,378150183,225391049,0,600000,600000
702,C 7 7 A (1),1.20645,0.307321,8.37487,0.779997,30.0874,1.2917,24.6607,1.26134,0.0,0.0,0.0,0.0,21.6585,1.93542,7551.4,1556.6,55.4,25.4, 7 7 X X (1), 25 (1),600000,756305170,756305170,701829042,484712933,118767723,271592237,600000,600000
703,C S 5 5 (1),1.62517,0.503943,0.207254,0.181476,21.5057,1.63405,16.2931,1.51809,0.0,0.0,0.0,0.0,100.0,0.0,7633.4,3366.6,33.4,30.4, 5 5 X X (1), 30 (1),600000,378164821,378164821,354615592,227501828,49658414,150662993,600000,600000
704,7 7 6 5 (4),0.00994568,0.0397776,0.166404,0.162575,25.5361,1.73697,20.591,1.66436,0.0,0.0,0.0,0.0,12.6914,2.31813,5543.1,3454.9,55.1,25.1, 7 7 X X (4), 25 (4),600000,378184094,378184094,354633058,254253704,68144820,123930390,600000,600000
705,R 7 7 7 (4),14.218,2.41704,0.000140931,0.00819946,81.782,2.6667,80.5018,2.83111,73.1733,3.06067,55.3659,4.44096,0.0,0.0,8555.1,5557.9,555.1,3100.1, 7 7 7 X (4), 31 (4),600000,126044338,126044338,117767761,126044338,75757562,0,600000,600000
706,C 6 6 A (2),0.765972,0.245329,14.13,0.982098,24.4535,1.21229,18.5907,1.13849,0.0,0.0,0.0,0.0,7.50808,1.28567,7441.3,1446.7,44.3,23.3, 6 6 X X (2), 23 (2),600000,756291454,756291454,701826360,503574376,132878119,252717078,600000,600000
707,S 7 5 5 (3),0.136292,0.146957,0.210684,0.183044,20.9938,1.62316,15.7482,1.49986,0.0,0.0,0.0,0.0,40.4561,3.27205,6533.2,3355.8,33.2,27.2, 5 5 X X (3), 27 (3),600000,378157810,378157810,354613354,242508583,59491571,135649227,600000,600000
708,6 6 4 4 (1),0.000135793,0.00758464,2.39766,0.998691,88.4817,2.0803,87.7543,2.20287,0.0,0.0,0.0,0.0,0.986845,1.21774,4422.4,2243.6,4422.4,20.4, 6 6 4 4 (1), 20 (1),600000,141818626,141818626,133395162,101621536,31070836,40197090,600000,600000
709,R R 5 4 (2),71.6364,0.831724,1.40824,0.217238,68.7752,0.854977,65.9047,0.913977,0.0,0.0,0.0,0.0,84.2255,1.07947,8832.3,2387.7,88.3,29.3, R R X X (2), 29 (2),600000,1764687511,1764687511,1616112958,1080888579,243915962,683798932,600000,600000
710,R 6 5 A (1),7.7688,0.326098,24.3072,0.523066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44011,0.48487,8431.4,1347.6,0.4,22.4, X X X X (1), 22 (1),600000,4033741516,3684460509,2352382516,2719580846,735912670,1314160670,600000,600000
711,5 5 4 4 (3),0.0,0.0,2.43114,1.00433,87.664,2.14347,86.8851,2.26912,0.0,0.0,0.0,0.0,0.0874116,0.373611,3322.2,2232.8,3322.2,18.2, 5 5 4 4 (3), 18 (3),600000,141821305,141821305,133398017,103665287,33045487,38156018,600000,600000
712,R R C 5 (2),93.6953,0.447535,0.0266638,0.0301515,68.7755,0.854777,65.9052,0.913954,58.5221,0.909142,23.4481,1.06085,0.0,0.0,8873.3,3787.7,88.3,35.3, R R X X (2), 35 (2),600000,1764714787,1764714787,1616151665,1764714787,956171275,0,600000,600000
713,C 5 5 A (3),0.549674,0.208402,26.8836,1.2489,19.6531,1.12252,13.4163,0.998508,0.0,0.0,0.0,0.0,0.991546,0.493861,7331.2,1336.8,33.2,21.2, 5 5 X X (3), 21 (3),600000,756305209,756305209,701825985,514125558,141419824,242179651,600000,600000
714,C C 5 4 (4),2.34263,0.602888,1.49767,0.484416,37.1373,1.92813,32.9639,1.9368,0.0,0.0,0.0,0.0,77.9822,2.65474,7732.1,2376.9,77.1,29.1, C C X X (4), 29 (4),600000,378166029,378166029,354622777,231615281,52245383,146550748,600000,600000
715,R 7 7 6 (1),14.2197,0.984078,0.00728896,0.0240803,32.2314,1.31796,26.9706,1.29893,0.0,0.0,0.0,0.0,100.0,0.0,8554.4,4557.6,55.4,30.4, 7 7 X X (1), 30 (1),600000,756314152,756314152,701830942,463995836,104601344,292318316,600000,600000
716,C C C 5 (4),2.42706,1.50804,0.0286346,0.165782,79.4292,3.96164,78.1947,4.16847,56.2412,4.86047,19.2376,5.27428,0.0,0.0,7773.1,3776.9,777.1,35.1, C C C X (4), 35 (4),600000,63025461,63025461,59457967,63025461,34148553,0,600000,600000
717,R 5 4 A (2),5.39,0.275534,49.771,0.609505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61276,0.171134,8321.3,1237.7,0.3,20.3, X X X X (2), 20 (2),600000,4033659928,3684355659,2352261061,2786038860,791248060,1247621068,600000,600000
718,S S A A (1),0.203016,0.135646,72.0456,1.35108,91.9272,0.819448,91.2195,0.88776,0.0,0.0,0.0,0.0,4.19855,1.01142,6611.4,1165.6,6611.4,22.4, S S A A (1), 22 (1),600000,661771418,661771418,608431347,426287023,105734435,235484395,600000,600000
719,R R 6 4 (4),74.6535,0.801467,0.855122,0.169904,53.9913,0.917425,49.7618,0.960644,0.0,0.0,0.0,0.0,88.157,0.948214,8842.1,2487.9,88.1,30.1, R R X X (4), 30 (4),600000,1764770709,1764770709,1616197001,1066506076,234775857,698264633,600000,600000
720,R C 4 4 (3),34.9443,1.34338,2.32563,0.424594,19.1075,1.10812,12.8278,0.97848,0.0,0.0,0.0,0.0,61.3267,2.23574,8722.2,2277.8,22.2,28.2, 4 4 X X (3), 28 (3),600000,756252914,756252914,701774472,471363764,109848953,284889150,600000,600000
721,R C S 5 (3),51.6126,0.86238,0.0373761,0.0333611,0.0,0.0,0.0,0.0,57.3807,0.853379,21.3399,0.960336,0.0,0.0,8763.2,3677.8,0.2,35.2, X X X X (3), 35 (3),600000,2016845072,1864952948,1228418860,2016845072,1092756886,0,600000,600000
722,R R R 5 (4),99.0067,0.258636,0.0234893,0.0399211,88.3876,0.836513,87.2267,0.914422,56.2433,1.29443,19.242,1.39831,0.0,0.0,8883.1,3887.9,888.1,35.1, R R R X (4), 35 (4),600000,882418760,882418760,802217818,882418760,478116671,0,600000,600000
723,S S 7 4 (1),0.214604,0.184412,0.74705,0.342787,31.9832,1.85911,27.4685,1.83722,100.0,0.0,100.0,0.0,0.0,0.0,6652.4,2565.6,66.4,3100.4, S S X X (1), 31 (1),600000,378168108,378168108,354629359,378168108,224910087,0,600000,600000
724,C 4 4 A (4),0.451724,0.189245,55.5985,1.4,15.6077,1.02254,9.0554,0.839615,0.0,0.0,0.0,0.0,0.150621,0.199961,7221.1,1226.9,22.1,19.1, 4 4 X X (4), 19 (4),600000,756286536,756286536,701797828,530473911,155402424,225812625,600000,600000
725,7 7 A A (3),0.00919763,0.0289046,76.2695,1.27885,90.9354,0.86518,90.1408,0.936953,0.0,0.0,0.0,0.0,0.00267799,0.0292505,5511.2,1154.8,5511.2,16.2, 7 7 A A (3), 16 (3),600000,661730876,661730876,608400235,473182412,144008399,188548464,600000,600000
726,R 6 6 6 (2),8.40075,1.91992,0.0101801,0.0697654,81.233,2.6984,79.9127,2.86475,0.0,0.0,0.0,0.0,66.9671,5.44894,8444.3,4447.7,444.3,28.3, 6 6 6 X (2), 28 (2),600000,126056831,126056831,117770851,80635099,19675058,45421732,600000,600000
727,7 7 7 4 (3),0.0102366,0.0992261,0.771684,0.859094,78.3505,4.03793,77.0508,4.24475,0.0,0.0,0.0,0.0,15.317,6.23867,5552.2,2554.8,555.2,25.2, 7 7 7 X (3), 25 (3),600000,63024347,63024347,59454867,42371988,11353834,20652359,600000,600000
728,R 4 A A (3),4.33155,0.265626,91.0724,0.372197,11.7747,0.419871,2.35794,0.207888,0.0,0.0,0.0,0.0,0.00175727,0.0101869,8211.2,1127.8,11.2,16.2, A A X X (3), 16 (3),600000,3529531642,3529531642,3189138778,2512445244,758990795,1017086398,600000,600000
729,R 5 5 A (4),5.68463,0.461766,26.7444,0.879945,21.7523,0.821015,14.6753,0.734824,0.0,0.0,0.0,0.0,0.778821,0.309539,8331.1,1337.9,33.1,21.1, 5 5 X X (4), 21 (4),600000,1512683666,1512683666,1387218649,1028291613,282820883,484392053,600000,600000
730,R R R S (3),99.6689,0.149716,0.0,0.0,88.8749,0.82067,87.7628,0.897086,73.1851,1.15377,44.0331,1.8708,0.0,0.0,8886.2,6887.8,888.2,40.2, R R R X (3), 40 (3),600000,882351978,882351978,802163665,882351978,422753483,0,600000,600000
731,S 7 6 4 (2),0.157707,0.0967227,1.16042,0.261092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0403,2.04418,6542.3,2455.7,0.3,27.3, X X X X (2), 27 (2),600000,1008386337,942621825,639854818,649649289,160829952,358737048,600000,600000
732,R R 6 A (1),74.4468,0.568115,9.84148,0.387622,79.661,0.524698,77.4901,0.572713,0.0,0.0,0.0,0.0,50.0018,1.05145,8841.4,1487.6,88.4,27.4, R R X X (1), 27 (1),600000,3529528383,3529528383,3189120214,2171422510,493964594,1358105873,600000,600000
733,C 7 5 4 (1),1.03257,0.24693,1.75794,0.320378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0607,1.9778,7532.4,2356.6,0.4,26.4, X X X X (1), 26 (1),600000,1008432982,942664197,639889440,658585783,167375463,349847199,600000,600000
734,5 5 5 A (2),0.0,0.0,27.1012,3.06871,78.1673,2.8565,76.6316,3.02761,0.0,0.0,0.0,0.0,0.00989022,0.133172,3331.3,1332.7,333.3,16.3, 5 5 5 X (2), 16 (2),600000,126045761,126045761,117761904,92124296,29368889,33921465,600000,600000
735,R R R 4 (1),98.9559,0.264945,0.420043,0.168728,89.8518,0.788617,88.8374,0.862603,53.9881,1.29854,16.6602,1.30799,0.0,0.0,8882.4,2887.6,888.4,34.4, R R R X (1), 34 (1),600000,882368983,882368983,802186748,882368983,487156251,0,600000,600000
736,7 6 6 4 (4),0.0073326,0.0341524,1.21232,0.436427,23.0397,1.67981,17.9293,1.57806,0.0,0.0,0.0,0.0,7.09114,1.8465,5442.1,2444.9,44.1,23.1, 6 6 X X (4), 23 (4),600000,378124265,378124265,354578840,261465881,74221257,116658384,600000,600000
737,S S S 7 (2),0.216846,0.455805,7.92817e-05,0.00863463,78.8835,4.00419,77.6168,4.21,68.1139,4.57034,38.9444,6.64659,0.0,0.0,6665.3,5665.7,666.3,37.3, S S S X (2), 37 (2),600000,63024783,63024783,59457606,63024783,32914996,0,600000,600000
738,C C 6 A (3),2.35599,0.427689,10.603,0.867948,38.9369,1.37193,34.1974,1.3858,0.0,0.0,0.0,0.0,40.486,2.23281,7741.2,1476.8,77.2,27.2, C C X X (3), 27 (3),600000,756332711,756332711,701857136,465314635,105863719,291018076,600000,600000
739,S 6 5 4 (3),0.0738479,0.0662434,1.96865,0.338807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2862,1.55183,6432.2,2345.8,0.2,25.2, X X X X (3), 25 (3),600000,1008422441,942651175,639879012,668475098,174979257,339947343,600000,600000
740,6 5 4 A (1),5.98798e-05,0.00133448,53.852,0.859718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132116,0.0386528,4321.4,1233.6,0.4,16.4, X X X X (1), 16 (1),600000,2016828804,1864920108,1228384032,1485319880,481504092,531508924,600000,600000
741,6 6 6 A (2),0.000143234,0.00828827,14.2236,2.41564,78.6955,2.834,77.1976,3.00454,0.0,0.0,0.0,0.0,0.297219,0.708107,4441.3,1443.7,444.3,19.3, 6 6 6 X (2), 19 (2),600000,126060703,126060703,117779960,89983462,27256708,36077241,600000,600000
742,C S 7 7 (1),2.03173,0.562442,0.000142271,0.00475275,31.7705,1.85487,27.2391,1.83116,51.7246,1.98949,14.2409,1.86052,0.0,0.0,7655.4,5566.6,55.4,34.4, 7 7 X X (1), 34 (1),600000,378159050,378159050,354608275,378159050,212873514,0,600000,600000
743,R C 5 A (2),36.458,0.586223,17.85,0.467177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4068,0.90559,8731.3,1377.7,0.3,26.3, X X X X (2), 26 (2),600000,4033710759,3684409843,2352345419,2514066770,585961067,1519643989,600000,600000
744,C 6 4 4 (2),0.666177,0.324184,2.38659,0.608796,17.2103,1.50649,11.712,1.32541,0.0,0.0,0.0,0.0,12.2529,2.28449,7422.3,2246.7,22.3,24.3, 4 4 X X (2), 24 (2),600000,378190561,378190561,354638651,253915941,68142062,124274620,600000,600000
745,R C C 4 (2),55.6535,1.39641,0.453613,0.189443,45.4967,1.39994,41.2667,1.43738,52.3225,1.4062,13.6456,1.3029,0.0,0.0,8772.3,2777.7,77.3,34.3, C C X X (2), 34 (2),600000,756300433,756300433,701830624,756300433,417564198,0,600000,600000
746,5 4 4 A (3),0.0,0.0,56.031,1.39907,15.8147,1.02875,9.27835,0.848822,0.0,0.0,0.0,0.0,0.000308094,0.00995604,3221.2,1222.8,22.2,14.2, 4 4 X X (3), 14 (3),600000,756335991,756335991,701842974,569411688,193626423,186924303,600000,600000
747,S 7 7 7 (3),0.176332,0.411119,0.000125969,0.0110176,78.7409,4.01109,77.4649,4.21803,81.3309,3.81524,68.9408,5.8648,0.0,0.0,6555.2,5555.8,555.2,3100.2, 7 7 7 X (3), 31 (3),600000,63024286,63024286,59455389,63024286,37882567,0,600000,600000
748,6 6 6 6 (1),0.0,0.0,0.00996038,0.42297,87.6265,14.2193,86.9881,14.9735,0.0,0.0,0.0,0.0,12.0636,24.5819,4444.4,4443.6,4444.4,24.4, 6 6 6 6 (1), 24 (1),599164,3939722,3939722,3746142,2717783,766127,1221939,600000,600000
749,C S 5 A (4),1.52699,0.211052,19.5575,0.68458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8306,1.18102,7631.1,1366.9,0.1,26.1, X X X X (4), 26 (4),600000,2016814577,1864899326,1228387177,1256982088,292944950,759832489,600000,600000
750,S 5 4 4 (4),0.0409203,0.0807064,2.41788,0.611668,16.776,1.49154,11.2482,1.30119,0.0,0.0,0.0,0.0,6.04659,1.68316,6322.1,2235.9,22.1,23.1, 4 4 X X (4), 23 (4),600000,378191389,378191389,354636286,257098405,70700245,121092984,600000,600000
751,R R 7 6 (2),81.3852,0.718733,0.00327656,0.0105657,68.7774,0.854409,65.9073,0.913496,44.3042,0.917086,3.12813,0.423232,0.0,0.0,8854.3,4587.7,88.3,33.3, R R X X (2), 33 (2),600000,1764812003,1764812003,1616243455,1764812003,1014665532,0,600000,600000
752,R S 4 A (3),17.585,0.464274,36.025,0.584702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.884,0.716884,8621.2,1267.8,0.2,25.2, X X X X (3), 25 (3),600000,4033676732,3684396409,2352366256,2556628714,614972833,1477048018,600000,600000
753,R C 6 A (4),38.718,0.593869,9.99516,0.365822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2786,0.946227,8741.1,1477.9,0.1,27.1, X X X X (4), 27 (4),600000,4033707297,3684380091,2352293828,2481645333,564509608,1552061964,600000,600000
754,5 A A A (4),0.0,0.0,99.6177,0.160836,78.1893,1.07696,76.0091,1.16807,0.0,0.0,0.0,0.0,0.0,0.0,3111.1,1112.9,111.1,8.1, A A A X (4), 8 (4),600000,882356984,882356984,802171312,682493530,246739371,199863454,600000,600000
755,S 7 7 A (1),0.174314,0.117651,8.40261,0.781726,30.0907,1.29291,24.6638,1.26087,0.0,0.0,0.0,0.0,21.6531,1.93857,6551.4,1555.6,55.4,25.4, 7 7 X X (1), 25 (1),600000,756255783,756255783,701777408,484669284,118753559,271586499,600000,600000
756,R S S 4 (3),26.8839,1.24806,0.549426,0.208625,37.8408,1.36527,33.017,1.37446,50.69,1.40851,10.6891,1.171,0.0,0.0,8662.2,2667.8,66.2,34.2, S S X X (3), 34 (3),600000,756281105,756281105,701817595,756281105,417555208,0,600000,600000
757,C C 7 6 (4),2.39363,0.609589,0.0046081,0.027075,37.1378,1.9268,32.9633,1.93561,42.5056,1.97157,0.0,0.0,0.0,0.0,7754.1,4576.9,77.1,33.1, C C X X (4), 33 (4),600000,378141862,378141862,354594022,378141862,217409933,0,600000,600000
758,R C 6 6 (3),41.7972,1.39206,0.00925728,0.0270985,28.5837,1.27363,23.0425,1.23116,71.3276,1.27648,51.2084,1.83944,0.0,0.0,8744.2,4477.8,44.2,320.2, 6 6 X X (3), 32 (3),600000,756337919,756337919,701878435,756337919,444461311,0,600000,600000
759,R R S 6 (4),86.8709,0.623302,0.00108188,0.00606477,53.99,0.918979,49.7608,0.963617,60.5166,0.900404,26.0676,1.1067,0.0,0.0,8864.1,4687.9,88.1,36.1, R R X X (4), 36 (4),600000,1764750525,1764750525,1616192626,1764750525,942461413,0,600000,600000
760,S S 5 5 (1),0.207004,0.296219,0.207413,0.296316,90.6616,1.89619,90.0716,2.00953,0.0,0.0,0.0,0.0,100.0,0.0,6633.4,3365.6,6633.4,30.4, S S 5 5 (1), 30 (1),600000,141806333,141806333,133378089,85296352,18612092,56509981,600000,600000
761,S 6 6 A (2),0.080175,0.0796101,14.1712,0.982457,24.4558,1.2107,18.5921,1.13965,0.0,0.0,0.0,0.0,7.50695,1.28596,6441.3,1445.7,44.3,23.3, 6 6 X X (2), 23 (2),600000,756297940,756297940,701823358,503558286,132861352,252739654,600000,600000
762,7 7 5 5 (3),0.00962674,0.0639005,0.211129,0.299305,89.4954,1.99915,88.8314,2.11779,0.0,0.0,0.0,0.0,10.7148,3.57468,5533.2,3354.8,5533.2,24.2, 7 7 5 5 (3), 24 (3),600000,141801265,141801265,133370793,96232976,26283411,45568289,600000,600000
763,C 6 5 A (1),0.720624,0.145536,24.8408,0.745065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44132,0.686449,7431.4,1346.6,0.4,22.4, X X X X (1), 22 (1),600000,2016819470,1864932532,1228387679,1359746587,367943625,657072883,600000,600000
764,R R 4 4 (1),68.9334,1.39598,2.31886,0.453855,97.6416,0.457074,97.4348,0.496623,0.0,0.0,0.0,0.0,78.4386,2.01975,8822.4,2287.6,8822.4,28.4, R R 4 4 (1), 28 (1),600000,661767741,661767741,608421892,412465065,96106994,249302676,600000,600000
765,S 5 5 A (3),0.0430134,0.0583881,26.945,1.25124,19.6535,1.11974,13.4175,0.996321,0.0,0.0,0.0,0.0,0.99112,0.493233,6331.2,1335.8,33.2,21.2, 5 5 X X (3), 21 (3),600000,756332144,756332144,701858378,514146247,141384115,242185897,600000,600000
766,R R S 5 (1),86.654,0.627519,0.034451,0.0342259,76.8834,0.777296,74.7583,0.837001,59.6803,0.904037,25.5834,1.09292,0.0,0.0,8863.4,3687.6,88.4,35.4, R R X X (1), 35 (1),600000,1764726373,1764726373,1616157606,1764726373,956148132,0,600000,600000
767,C 7 7 6 (1),1.21486,0.436065,0.00729049,0.0340669,29.0141,1.81115,24.3023,1.76687,0.0,0.0,0.0,0.0,100.0,0.0,7554.4,4556.6,55.4,30.4, 7 7 X X (1), 30 (1),600000,378168575,378168575,354629247,232033834,52313864,146134741,600000,600000
768,C 5 4 A (2),0.523197,0.124368,50.9461,0.860935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612869,0.242086,7321.3,1236.7,0.3,20.3, X X X X (2), 20 (2),600000,2016862543,1864937720,1228420703,1393066588,395631211,623795955,600000,600000
769,C C 4 4 (3),2.32719,0.983256,2.33239,0.984232,91.9794,1.77191,91.4727,1.87876,0.0,0.0,0.0,0.0,61.3321,5.19503,7722.2,2276.8,7722.2,28.2, C C 4 4 (3), 28 (3),600000,141833468,141833468,133403988,88406807,20598187,53426661,600000,600000
770,6 6 4 4 (2),0.000129681,0.00740095,2.39714,0.996634,88.4768,2.07993,87.7489,2.20227,0.0,0.0,0.0,0.0,0.836933,1.12147,4422.3,2243.7,4422.3,20.3, 6 6 4 4 (2), 20 (2),600000,141824979,141824979,133398964,101634308,31074319,40190671,600000,600000
771,C C S 5 (3),2.41913,0.611601,0.0410652,0.0808193,37.5366,1.93067,33.3882,1.9417,57.378,1.97289,21.3355,2.2205,0.0,0.0,7763.2,3676.8,77.2,35.2, C C X X (3), 35 (3),600000,378151929,378151929,354601476,378151929,204890171,0,600000,600000
772,R 5 A A (1),5.04551,0.285713,84.9069,0.466324,16.7845,0.488349,7.90246,0.370812,0.0,0.0,0.0,0.0,0.0273922,0.0394393,8311.4,1137.6,11.4,17.4, A A X X (1), 17 (1),600000,3529441651,3529441651,3189057443,2475502139,725370342,1053939512,600000,600000
773,S 4 4 A (4),0.028488,0.0475644,55.7029,1.39918,15.6047,1.02189,9.0553,0.839373,0.0,0.0,0.0,0.0,0.150447,0.20039,6221.1,1225.9,22.1,19.1, 4 4 X X (4), 19 (4),600000,756334165,756334165,701866630,530479644,155406511,225854521,600000,600000
774,R C 7 5 (2),45.9261,0.858767,0.0597072,0.0421022,0.0,0.0,0.0,0.0,73.9221,0.757548,55.3082,1.12383,0.0,0.0,8753.3,3577.7,0.3,320.3, X X X X (2), 32 (2),600000,2016907264,1864985005,1228433980,2016907264,1176877535,0,600000,600000
775,C 6 6 6 (2),0.771327,0.857745,0.0101024,0.0986199,78.2163,4.04797,76.9069,4.25692,0.0,0.0,0.0,0.0,66.9659,7.76315,7444.3,4446.7,444.3,28.3, 6 6 6 X (2), 28 (2),600000,63024567,63024567,59451170,40318614,9837928,22705953,600000,600000
776,C 4 A A (3),0.432076,0.12089,92.5671,0.483621,10.3393,0.562249,2.09809,0.276358,0.0,0.0,0.0,0.0,0.00175679,0.0144155,7211.2,1126.8,11.2,16.2, A A X X (3), 16 (3),600000,1764729077,1764729077,1616176835,1256184653,379480688,508544424,600000,600000
777,C S 7 5 (4),1.96073,0.338454,0.0727078,0.0656477,0.0,0.0,0.0,0.0,70.1229,1.11643,48.7962,1.59668,0.0,0.0,7653.1,3566.9,0.1,320.1, X X X X (4), 32 (4),600000,1008459127,942682770,639931248,1008459127,588428620,0,600000,600000
778,7 7 6 4 (2),0.00993353,0.0397249,1.17276,0.429144,26.1451,1.75248,21.2417,1.68463,0.0,0.0,0.0,0.0,11.8223,2.28456,5542.3,2454.7,55.3,24.3, 7 7 X X (2), 24 (2),600000,378180242,378180242,354635142,257812904,71106681,120367338,600000,600000
779,R R C S (2),96.4158,0.342232,0.0,0.0,68.7772,0.853364,65.9067,0.912359,73.9328,0.810255,45.5935,1.32714,0.0,0.0,8876.3,6787.7,88.3,40.3, R R X X (2), 40 (2),600000,1764782561,1764782561,1616194054,1764782561,845538571,0,600000,600000
780,R C 4 4 (4),34.9265,1.34147,2.32309,0.424708,18.8695,1.10165,12.5721,0.968299,0.0,0.0,0.0,0.0,53.9619,2.29021,8722.1,2277.9,22.1,28.1, 4 4 X X (4), 28 (4),600000,756336107,756336107,701857726,471402210,109866421,284933897,600000,600000
781,S 7 5 4 (1),0.135324,0.0896447,1.79108,0.323531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0532,1.98065,6532.4,2355.6,0.4,26.4, X X X X (1), 26 (1),600000,1008442256,942686168,639904906,658542916,167342422,349899340,600000,600000
782,6 6 6 4 (4),9.24998e-05,0.00936971,1.21369,1.07155,77.8136,4.06943,76.4818,4.27777,0.0,0.0,0.0,0.0,1.85967,2.45203,4442.1,2443.9,444.1,22.1, 6 6 6 X (4), 22 (4),600000,63046419,63046419,59475854,44252352,12952850,18794067,600000,600000
783,R C S 5 (4),51.3885,0.863189,0.0358802,0.0327437,0.0,0.0,0.0,0.0,56.2426,0.855215,19.242,0.923743,0.0,0.0,8763.1,3677.9,0.1,35.1, X X X X (4), 35 (4),600000,2016913557,1864979347,1228450088,2016913557,1092830829,0,600000,600000
784,R S 6 5 (3),22.2224,0.717349,0.123475,0.0605959,0.0,0.0,0.0,0.0,82.8851,0.65033,71.2848,1.01188,0.0,0.0,8643.2,3467.8,0.2,3100.2, X X X X (3), 31 (3),600000,2016847926,1864954327,1228380136,2016847926,1202082543,0,600000,600000
785,C C C S (4),2.42971,1.50991,0.0,0.0,79.4297,3.96543,78.1957,4.17155,72.4444,4.38881,42.4999,7.04742,0.0,0.0,7776.1,6776.9,777.1,40.1, C C C X (4), 40 (4),600000,63023202,63023202,59456480,63023202,30202038,0,600000,600000
786,7 6 5 4 (3),0.00626932,0.019323,2.00548,0.342056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92747,0.753215,5432.2,2344.8,0.2,22.2, X X X X (3), 22 (3),600000,1008414460,942638313,639889838,706486779,206060755,301927681,600000,600000
787,5 5 4 A (1),1.29299e-07,0.000100155,54.0789,1.40444,18.1649,1.08789,11.8145,0.945694,0.0,0.0,0.0,0.0,0.00212213,0.0255588,3321.4,1232.6,33.4,15.4, 5 5 X X (1), 15 (1),600000,756288247,756288247,701826413,561202022,184894271,195086225,600000,600000
788,R 4 A A (4),4.25215,0.262989,90.5486,0.381065,9.64428,0.38479,0.0,0.0,0.0,0.0,0.0,0.0,0.000955289,0.00750022,8211.1,1127.9,11.1,16.1, A A X X (4), 16 (4),600000,3529529257,3529529257,3189131416,2512393426,758963801,1017135831,600000,600000
789,C C 5 A (2),2.33985,0.425922,18.2189,1.08613,39.3516,1.37778,34.6454,1.39185,0.0,0.0,0.0,0.0,29.4092,2.09407,7731.3,1376.7,77.3,26.3, C C X X (2), 26 (2),600000,756290632,756290632,701830191,471364322,109861770,284926310,600000,600000
790,S 6 4 4 (2),0.0623326,0.0996125,2.3911,0.609081,17.2083,1.5057,11.7105,1.32476,0.0,0.0,0.0,0.0,12.2555,2.28299,6422.3,2245.7,22.3,24.3, 4 4 X X (2), 24 (2),600000,378185348,378185348,354635580,253921868,68147228,124263480,600000,600000
791,R C S S (3),54.03,1.40412,1.28008e-07,9.91546e-05,41.1911,1.38807,36.6262,1.40974,73.1855,1.24883,44.035,2.0259,0.0,0.0,8766.2,6677.8,66.2,40.2, S S X X (3), 40 (3),600000,756370240,756370240,701887091,756370240,362399551,0,600000,600000
792,4 4 4 A (3),0.0,0.0,56.071,3.4315,77.6274,2.88519,76.0541,3.05644,0.0,0.0,0.0,0.0,1.5673e-05,0.00608613,2221.2,1221.8,222.2,13.2, 4 4 4 X (3), 13 (3),600000,126062821,126062821,117779616,96242381,33741522,29820440,600000,600000
793,C C C 4 (2),2.42937,1.50579,0.455723,0.659962,79.4368,3.96694,78.2029,4.17423,52.3221,4.89817,13.6484,4.55311,0.0,0.0,7772.3,2776.7,777.3,34.3, C C C X (2), 34 (2),600000,63030372,63030372,59462864,63030372,34801207,0,600000,600000
