,Mano,Chica,Stddev_chica,Chica_value
320,R C C 5 (2),0.0287353,0.0477503,3777.7
493,R C C 5 (3),0.0284452,0.0475361,3777.8
554,R C C 5 (4),0.028426,0.047474,3777.9
533,R R C 5 (1),0.0276885,0.0306843,3787.6
712,R R C 5 (2),0.0266638,0.0301515,3787.7
893,R R C 5 (3),0.0257212,0.0295785,3787.8
948,R R C 5 (4),0.0247487,0.0290174,3787.9
309,R R R 5 (1),0.0241645,0.0405955,3887.6
483,R R R 5 (2),0.0239257,0.0402978,3887.7
667,R R R 5 (3),0.0236704,0.0401157,3887.8
722,R R R 5 (4),0.0234893,0.0399211,3887.9
748,6 6 6 6 (1),0.00996038,0.42297,4443.6
812,6 6 6 6 (2),0.00980557,0.425489,4443.7
1097,6 6 6 6 (3),0.00937268,0.418637,4443.8
1273,6 6 6 6 (4),0.0102562,0.422116,4443.9
696,7 6 6 6 (1),0.00992803,0.0977457,4444.6
878,7 6 6 6 (2),0.0102885,0.099435,4444.7
1052,7 6 6 6 (3),0.0100499,0.0982854,4444.8
1223,7 6 6 6 (4),0.0101577,0.0988938,4444.9
653,S 6 6 6 (1),0.0101869,0.0989879,4445.6
831,S 6 6 6 (2),0.010123,0.0986265,4445.7
1001,S 6 6 6 (3),0.0100458,0.0984675,4445.8
1172,S 6 6 6 (4),0.0101821,0.0989209,4445.9
603,C 6 6 6 (1),0.0100356,0.0982448,4446.6
775,C 6 6 6 (2),0.0101024,0.0986199,4446.7
951,C 6 6 6 (3),0.0100047,0.0982963,4446.8
1124,C 6 6 6 (4),0.0103413,0.0998703,4446.9
567,R 6 6 6 (1),0.0102106,0.0700316,4447.6
726,R 6 6 6 (2),0.0101801,0.0697654,4447.7
903,R 6 6 6 (3),0.0100616,0.0693946,4447.8
962,R 6 6 6 (4),0.00989859,0.0687737,4447.9
1093,7 7 6 6 (1),0.010143,0.0655991,4454.6
1270,7 7 6 6 (2),0.0101399,0.0656535,4454.7
112,7 7 6 6 (3),0.0100521,0.0654159,4454.8
283,7 7 6 6 (4),0.0100387,0.065293,4454.9
1050,S 7 6 6 (1),0.0100379,0.0399043,4455.6
1218,S 7 6 6 (2),0.0100353,0.0400001,4455.7
65,S 7 6 6 (3),0.0100223,0.0399054,4455.8
241,S 7 6 6 (4),0.010086,0.040028,4455.9
997,C 7 6 6 (1),0.00999271,0.0398925,4456.6
1167,C 7 6 6 (2),0.00999094,0.0398565,4456.7
20,C 7 6 6 (3),0.00995021,0.0398158,4456.8
194,C 7 6 6 (4),0.00993195,0.0397373,4456.9
942,R 7 6 6 (1),0.00990056,0.0280773,4457.6
1120,R 7 6 6 (2),0.00983795,0.0279931,4457.7
1297,R 7 6 6 (3),0.00983032,0.0279824,4457.8
27,R 7 6 6 (4),0.00979279,0.0278532,4457.9
110,S S 6 6 (1),0.00968371,0.0640852,4465.6
280,S S 6 6 (2),0.00974231,0.0643376,4465.7
455,S S 6 6 (3),0.00969014,0.0642251,4465.8
642,S S 6 6 (4),0.00976378,0.0644156,4465.9
60,C S 6 6 (1),0.00966937,0.0391723,4466.6
236,C S 6 6 (2),0.00955599,0.0389887,4466.7
413,C S 6 6 (3),0.00966491,0.0391322,4466.8
590,C S 6 6 (4),0.00965364,0.0391896,4466.9
15,R S 6 6 (1),0.00956141,0.0275209,4467.6
188,R S 6 6 (2),0.00955623,0.0275782,4467.7
359,R S 6 6 (3),0.00952268,0.0274929,4467.8
421,R S 6 6 (4),0.00944717,0.0273684,4467.9
451,C C 6 6 (1),0.00941864,0.0632514,4476.6
635,C C 6 6 (2),0.00934544,0.0630701,4476.7
810,C C 6 6 (3),0.0094279,0.0633668,4476.8
984,C C 6 6 (4),0.00935928,0.0630373,4476.9
409,R C 6 6 (1),0.00935883,0.0272253,4477.6
585,R C 6 6 (2),0.00932916,0.0271988,4477.7
758,R C 6 6 (3),0.00925728,0.0270985,4477.8
823,R C 6 6 (4),0.00924317,0.0270929,4477.9
804,R R 6 6 (1),0.00922221,0.0289233,4487.6
983,R R 6 6 (2),0.00919427,0.0289011,4487.7
1149,R R 6 6 (3),0.00910036,0.0287179,4487.8
1206,R R 6 6 (4),0.00914315,0.0287588,4487.9
867,7 7 7 6 (1),0.00732188,0.0839286,4554.6
1046,7 7 7 6 (2),0.00762104,0.0855344,4554.7
1213,7 7 7 6 (3),0.00731183,0.0837534,4554.8
62,7 7 7 6 (4),0.00752667,0.0851336,4554.9
825,S 7 7 6 (1),0.00738053,0.0342359,4555.6
994,S 7 7 6 (2),0.00739969,0.0343363,4555.7
1162,S 7 7 6 (3),0.00738509,0.0342591,4555.8
16,S 7 7 6 (4),0.0073426,0.0341537,4555.9
767,C 7 7 6 (1),0.00729049,0.0340669,4556.6
939,C 7 7 6 (2),0.0073197,0.0341365,4556.7
1115,C 7 7 6 (3),0.00729138,0.0340273,4556.8
1293,C 7 7 6 (4),0.00729565,0.0340548,4556.9
715,R 7 7 6 (1),0.00728896,0.0240803,4557.6
895,R 7 7 6 (2),0.0072009,0.0238836,4557.7
1073,R 7 7 6 (3),0.00719222,0.0238832,4557.8
1128,R 7 7 6 (4),0.00715909,0.0238326,4557.9
1211,S S 7 6 (1),0.00681088,0.0329028,4565.6
57,S S 7 6 (2),0.00664518,0.0324907,4565.7
232,S S 7 6 (3),0.00668291,0.0326215,4565.8
411,S S 7 6 (4),0.00666263,0.0325378,4565.9
1159,C S 7 6 (1),0.00658798,0.0197938,4566.6
12,C S 7 6 (2),0.00642843,0.0195231,4566.7
185,C S 7 6 (3),0.00627914,0.0193511,4566.8
356,C S 7 6 (4),0.00610924,0.0190701,4566.9
1112,R S 7 6 (1),0.00595949,0.0133239,4567.6
1290,R S 7 6 (2),0.00564057,0.0129565,4567.7
137,R S 7 6 (3),0.00532943,0.0125715,4567.8
197,R S 7 6 (4),0.00501194,0.0122009,4567.9
228,C C 7 6 (1),0.00462817,0.0271009,4576.6
404,C C 7 6 (2),0.00465457,0.0272231,4576.7
583,C C 7 6 (3),0.00455408,0.0269231,4576.8
757,C C 7 6 (4),0.0046081,0.027075,4576.9
180,R C 7 6 (1),0.00448345,0.0115421,4577.6
352,R C 7 6 (2),0.00419516,0.0111658,4577.7
524,R C 7 6 (3),0.00393899,0.0108396,4577.8
593,R C 7 6 (4),0.00366564,0.0104368,4577.9
577,R R 7 6 (1),0.00346715,0.0108561,4587.6
751,R R 7 6 (2),0.00327656,0.0105657,4587.7
926,R R 7 6 (3),0.00312268,0.0103098,4587.8
986,R R 7 6 (4),0.00295821,0.0100436,4587.9
989,S S S 6 (1),0.00216706,0.0455294,4665.6
1157,S S S 6 (2),0.00220758,0.0461758,4665.7
10,S S S 6 (3),0.00218688,0.0458186,4665.8
183,S S S 6 (4),0.00221879,0.0460704,4665.9
933,C S S 6 (1),0.00222226,0.0188056,4666.6
1110,C S S 6 (2),0.0022468,0.0188892,4666.7
1286,C S S 6 (3),0.00218464,0.0186115,4666.8
132,C S S 6 (4),0.00221238,0.0187647,4666.9
889,R S S 6 (1),0.0022214,0.0132837,4667.6
1068,R S S 6 (2),0.00219435,0.0131878,4667.7
1241,R S S 6 (3),0.00217744,0.0131373,4667.8
1298,R S S 6 (4),0.00213323,0.0130102,4667.9
5,C C S 6 (1),0.0019982,0.0178385,4676.6
176,C C S 6 (2),0.00193866,0.0175818,4676.7
349,C C S 6 (3),0.00202049,0.0179382,4676.8
521,C C S 6 (4),0.00198646,0.0177625,4676.9
1283,R C S 6 (1),0.00191201,0.00754787,4677.6
127,R C S 6 (2),0.00176151,0.00723778,4677.7
300,R C S 6 (3),0.00161031,0.00692337,4677.8
360,R C S 6 (4),0.0014696,0.00660694,4677.9
345,R R S 6 (1),0.00135343,0.00678908,4687.6
515,R R S 6 (2),0.00125795,0.00653935,4687.7
695,R R S 6 (3),0.0011589,0.00627928,4687.8
759,R R S 6 (4),0.00108188,0.00606477,4687.9
1104,C C C 6 (1),0.000900535,0.0294551,4776.6
1280,C C C 6 (2),0.00086405,0.0289672,4776.7
124,C C C 6 (3),0.000920051,0.0297058,4776.8
295,C C C 6 (4),0.000876869,0.0290042,4776.9
1060,R C C 6 (1),0.000877491,0.00835175,4777.6
1232,R C C 6 (2),0.000866392,0.00828788,4777.7
79,R C C 6 (3),0.00086766,0.00830268,4777.8
138,R C C 6 (4),0.000843036,0.00817924,4777.9
119,R R C 6 (1),0.000800144,0.00521398,4787.6
289,R R C 6 (2),0.000723428,0.00496092,4787.7
467,R R C 6 (3),0.000657905,0.00473294,4787.8
525,R R C 6 (4),0.000578118,0.00443419,4787.9
1224,R R R 6 (1),0.00054615,0.00609709,4887.6
71,R R R 6 (2),0.000527234,0.00598669,4887.7
245,R R R 6 (3),0.000512761,0.00590801,4887.8
301,R R R 6 (4),0.00049178,0.00579258,4887.9
440,7 7 7 7 (1),0.000223856,0.0667066,5554.6
629,7 7 7 7 (2),0.000238837,0.0647872,5554.7
802,7 7 7 7 (3),0.000186237,0.0530614,5554.8
972,7 7 7 7 (4),0.000176035,0.0546346,5554.9
399,S 7 7 7 (1),0.000154124,0.0119949,5555.6
580,S 7 7 7 (2),0.000136562,0.0116011,5555.7
747,S 7 7 7 (3),0.000125969,0.0110176,5555.8
925,S 7 7 7 (4),0.000141344,0.011665,5555.9
346,C 7 7 7 (1),0.000125089,0.0110157,5556.6
516,C 7 7 7 (2),0.000128371,0.0110308,5556.7
697,C 7 7 7 (3),0.000162294,0.0125771,5556.8
880,C 7 7 7 (4),0.000130828,0.0111816,5556.9
294,R 7 7 7 (1),0.000161095,0.00875625,5557.6
469,R 7 7 7 (2),0.000149218,0.00844427,5557.7
654,R 7 7 7 (3),0.00014767,0.00838862,5557.8
705,R 7 7 7 (4),0.000140931,0.00819946,5557.9
800,S S 7 7 (1),0.000159717,0.00826503,5565.6
961,S S 7 7 (2),0.000130703,0.00747842,5565.7
1136,S S 7 7 (3),0.000142334,0.00779374,5565.8
1314,S S 7 7 (4),0.00015238,0.00804571,5565.9
742,C S 7 7 (1),0.000142271,0.00475275,5566.6
916,C S 7 7 (2),0.000147961,0.00484496,5566.7
1092,C S 7 7 (3),0.000140254,0.00472544,5566.8
1266,C S 7 7 (4),0.000147739,0.00484153,5566.9
692,R S 7 7 (1),0.000136322,0.00330217,5567.6
871,R S 7 7 (2),0.000135943,0.0032811,5567.7
1047,R S 7 7 (3),0.000140499,0.00334083,5567.8
1103,R S 7 7 (4),0.000131806,0.00324167,5567.9
1131,C C 7 7 (1),0.000139017,0.00770812,5576.6
1307,C C 7 7 (2),0.000157885,0.00818711,5576.7
159,C C 7 7 (3),0.00012676,0.00731506,5576.8
331,C C 7 7 (4),0.000130537,0.00744675,5576.9
1087,R C 7 7 (1),0.000126423,0.00316924,5577.6
1261,R C 7 7 (2),0.000133133,0.0032546,5577.7
107,R C 7 7 (3),0.000126778,0.0031698,5577.8
170,R C 7 7 (4),0.000130206,0.00321221,5577.9
154,R R 7 7 (1),0.000125491,0.0033751,5587.6
324,R R 7 7 (2),0.000123612,0.0033512,5587.7
498,R R 7 7 (3),0.000124693,0.00337079,5587.8
560,R R 7 7 (4),0.000125943,0.00338345,5587.9
566,S S S 7 (1),9.21554e-05,0.00943067,5665.6
737,S S S 7 (2),7.92817e-05,0.00863463,5665.7
912,S S S 7 (3),9.7087e-05,0.0096663,5665.8
1088,S S S 7 (4),8.56607e-05,0.00897639,5665.9
509,C S S 7 (1),8.74171e-05,0.00372339,5666.6
687,C S S 7 (2),7.68431e-05,0.00349724,5666.7
868,C S S 7 (3),8.39674e-05,0.00364942,5666.8
1042,C S S 7 (4),8.00126e-05,0.00357433,5666.9
464,R S S 7 (1),8.09719e-05,0.00253921,5667.6
646,R S S 7 (2),8.40709e-05,0.0025819,5667.7
824,R S S 7 (3),7.99149e-05,0.00251635,5667.8
882,R S S 7 (4),7.86387e-05,0.00249906,5667.9
907,C C S 7 (1),6.78952e-05,0.00329797,5676.6
1082,C C S 7 (2),7.22697e-05,0.00339061,5676.7
1258,C C S 7 (3),6.0707e-05,0.00310294,5676.8
105,C C S 7 (4),6.6114e-05,0.0032472,5676.9
864,R C S 7 (1),6.4732e-05,0.00138722,5677.6
1036,R C S 7 (2),4.99638e-05,0.00121934,5677.7
1208,R C S 7 (3),4.11288e-05,0.00110657,5677.8
1272,R C S 7 (4),3.48649e-05,0.00101811,5677.9
1254,R R S 7 (1),2.62581e-05,0.000945042,5687.6
98,R R S 7 (2),2.26614e-05,0.000877523,5687.7
273,R R S 7 (3),1.88111e-05,0.000799606,5687.8
335,R R S 7 (4),1.58111e-05,0.000733177,5687.9
681,C C C 7 (1),1.60008e-05,0.00392762,5776.6
860,C C C 7 (2),1.27039e-05,0.00348611,5776.7
1033,C C C 7 (3),4.91099e-06,0.00220591,5776.8
1203,C C C 7 (4),2.96302e-06,0.00162293,5776.9
641,R C C 7 (1),1.12846e-05,0.000948438,5777.6
818,R C C 7 (2),9.53732e-06,0.000870827,5777.7
988,R C C 7 (3),1.02072e-05,0.000901371,5777.8
1048,R C C 7 (4),8.71435e-06,0.000831123,5777.9
1029,R R C 7 (1),6.7495e-06,0.000479312,5787.6
1198,R R C 7 (2),4.74543e-06,0.000401093,5787.7
50,R R C 7 (3),3.84538e-06,0.000361251,5787.8
108,R R C 7 (4),2.94216e-06,0.000316066,5787.9
808,R R R 7 (1),1.01254e-06,0.000261525,5887.6
978,R R R 7 (2),1.82024e-06,0.000352578,5887.7
1150,R R R 7 (3),2.04731e-06,0.00037391,5887.8
1209,R R R 7 (4),4.52869e-07,0.000175449,5887.9
145,S S S S (1),0.0,0.0,6665.6
312,S S S S (2),0.0,0.0,6665.7
485,S S S S (3),0.0,0.0,6665.8
669,S S S S (4),0.0,0.0,6665.9
93,C S S S (1),0.0,0.0,6666.6
265,C S S S (2),0.0,0.0,6666.7
439,C S S S (3),0.0,0.0,6666.8
621,C S S S (4),0.0,0.0,6666.9
47,R S S S (1),0.0,0.0,6667.6
219,R S S S (2),0.0,0.0,6667.7
396,R S S S (3),0.0,0.0,6667.8
453,R S S S (4),0.0,0.0,6667.9
479,C C S S (1),0.0,0.0,6676.6
662,C C S S (2),6.72043e-07,0.000520562,6676.7
841,C C S S (3),0.0,0.0,6676.8
1013,C C S S (4),0.0,0.0,6676.9
436,R C S S (1),0.0,0.0,6677.6
615,R C S S (2),1.32275e-07,0.00010246,6677.7
791,R C S S (3),1.28008e-07,9.91546e-05,6677.8
854,R C S S (4),0.0,0.0,6677.9
838,R R S S (1),1.46843e-07,0.000113744,6687.6
1008,R R S S (2),0.0,0.0,6687.7
1179,R R S S (3),1.4518e-07,0.000112456,6687.8
1244,R R S S (4),1.53327e-07,0.000118767,6687.9
257,C C C S (1),0.0,0.0,6776.6
432,C C C S (2),0.0,0.0,6776.7
612,C C C S (3),0.0,0.0,6776.8
785,C C C S (4),0.0,0.0,6776.9
214,R C C S (1),0.0,0.0,6777.6
387,R C C S (2),0.0,0.0,6777.7
563,R C C S (3),1.27812e-07,9.90026e-05,6777.8
627,R C C S (4),0.0,0.0,6777.9
608,R R C S (1),6.89783e-07,0.000154269,6787.6
779,R R C S (2),0.0,0.0,6787.7
953,R R C S (3),0.0,0.0,6787.8
1016,R R C S (4),0.0,0.0,6787.9
382,R R R S (1),0.0,0.0,6887.6
550,R R R S (2),0.0,0.0,6887.7
730,R R R S (3),0.0,0.0,6887.8
795,R R R S (4),0.0,0.0,6887.9
1168,C C C C (1),0.0,0.0,7776.6
18,C C C C (2),0.0,0.0,7776.7
193,C C C C (3),0.0,0.0,7776.8
363,C C C C (4),0.0,0.0,7776.9
1119,R C C C (1),0.0,0.0,7777.6
1295,R C C C (2),0.0,0.0,7777.7
141,R C C C (3),0.0,0.0,7777.8
204,R C C C (4),0.0,0.0,7777.9
187,R R C C (1),0.0,0.0,7787.6
358,R R C C (2),0.0,0.0,7787.7
528,R R C C (3),0.0,0.0,7787.8
598,R R C C (4),0.0,0.0,7787.9
1289,R R R C (1),0.0,0.0,7887.6
134,R R R C (2),0.0,0.0,7887.7
305,R R R C (3),0.0,0.0,7887.8
367,R R R C (4),0.0,0.0,7887.9
872,R R R R (1),0.0,0.0,8887.6
1045,R R R R (2),0.0,0.0,8887.7
1219,R R R R (3),0.0,0.0,8887.8
1276,R R R R (4),0.0,0.0,8887.9
