,Mano,Grande,Stddev_grande,Grande_value
203,7 7 7 7 (1),0.0103217,0.644501,5555.4
1244,7 7 7 7 (2),0.0103033,0.640178,5555.3
744,7 7 7 7 (3),0.0101907,0.654454,5555.2
656,7 7 7 7 (4),0.00853823,0.553614,5555.1
877,7 7 7 6 (1),0.0103852,0.142468,5554.4
383,7 7 7 6 (2),0.00980689,0.137904,5554.3
293,7 7 7 6 (3),0.00987032,0.138298,5554.2
633,7 7 7 6 (4),0.0100672,0.139789,5554.1
347,7 7 7 5 (1),0.00989229,0.138854,5553.4
40,7 7 7 5 (2),0.00980979,0.137474,5553.3
729,7 7 7 5 (3),0.0100568,0.13967,5553.2
333,7 7 7 5 (4),0.0102109,0.140776,5553.1
1100,7 7 7 4 (1),0.0105231,0.143132,5552.4
1056,7 7 7 4 (2),0.0101057,0.139858,5552.3
826,7 7 7 4 (3),0.00993497,0.139114,5552.2
789,7 7 7 4 (4),0.010052,0.13938,5552.1
1013,7 7 7 A (1),0.00991823,0.0979059,5551.4
624,7 7 7 A (2),0.0101945,0.0989541,5551.3
612,7 7 7 A (3),0.010005,0.0978186,5551.2
50,7 7 7 A (4),0.010188,0.0990539,5551.1
149,7 7 6 6 (1),0.00997827,0.0923804,5544.4
1065,7 7 6 6 (2),0.00982961,0.0917924,5544.3
554,7 7 6 6 (3),0.00991604,0.0920211,5544.2
209,7 7 6 6 (4),0.0101811,0.0934745,5544.1
1153,7 7 6 5 (1),0.0101479,0.0567469,5543.4
1292,7 7 6 5 (2),0.0101069,0.0566651,5543.3
909,7 7 6 5 (3),0.00995424,0.0564044,5543.2
407,7 7 6 5 (4),0.0100639,0.0565852,5543.1
683,7 7 6 4 (1),0.0100143,0.0564101,5542.4
692,7 7 6 4 (2),0.00994593,0.0562854,5542.3
674,7 7 6 4 (3),0.0100297,0.0564382,5542.2
172,7 7 6 4 (4),0.00996666,0.0562599,5542.1
1255,7 7 6 A (1),0.00980033,0.0394018,5541.4
1317,7 7 6 A (2),0.00983729,0.0395636,5541.3
1195,7 7 6 A (3),0.00971457,0.039292,5541.2
1252,7 7 6 A (4),0.00990173,0.0396973,5541.1
84,7 7 5 5 (1),0.00957573,0.0901424,5533.4
907,7 7 5 5 (2),0.009709,0.0911611,5533.3
872,7 7 5 5 (3),0.00960995,0.0905125,5533.2
397,7 7 5 5 (4),0.00988502,0.0916402,5533.1
130,7 7 5 4 (1),0.00942882,0.0549141,5532.4
1284,7 7 5 4 (2),0.00979639,0.0558215,5532.3
1178,7 7 5 4 (3),0.00971704,0.0555622,5532.2
235,7 7 5 4 (4),0.00958569,0.0551328,5532.1
61,7 7 5 A (1),0.00972355,0.039241,5531.4
1133,7 7 5 A (2),0.00949655,0.0388535,5531.3
700,7 7 5 A (3),0.00950129,0.038739,5531.2
965,7 7 5 A (4),0.00940724,0.0386824,5531.1
1097,7 7 4 4 (1),0.00903331,0.0878481,5522.4
900,7 7 4 4 (2),0.00954315,0.0904228,5522.3
756,7 7 4 4 (3),0.0092114,0.0888372,5522.2
1034,7 7 4 4 (4),0.00962213,0.0905444,5522.1
132,7 7 4 A (1),0.00934717,0.0384441,5521.4
142,7 7 4 A (2),0.00924525,0.0382996,5521.3
1168,7 7 4 A (3),0.00932426,0.0384912,5521.2
16,7 7 4 A (4),0.00928235,0.0384212,5521.1
19,7 7 A A (1),0.0092309,0.0409744,5511.4
47,7 7 A A (2),0.00922906,0.0410519,5511.3
90,7 7 A A (3),0.00925556,0.0408519,5511.2
94,7 7 A A (4),0.00902957,0.040417,5511.1
1246,7 6 6 6 (1),0.00731435,0.119402,5444.4
932,7 6 6 6 (2),0.00715662,0.117856,5444.3
661,7 6 6 6 (3),0.00723881,0.11889,5444.2
864,7 6 6 6 (4),0.00753366,0.120876,5444.1
387,7 6 6 5 (1),0.00739072,0.0485444,5443.4
989,7 6 6 5 (2),0.00732067,0.0482802,5443.3
631,7 6 6 5 (3),0.00731365,0.0481836,5443.2
955,7 6 6 5 (4),0.00731178,0.0483797,5443.1
35,7 6 6 4 (1),0.00734781,0.0484118,5442.4
1212,7 6 6 4 (2),0.00739358,0.0485275,5442.3
332,7 6 6 4 (3),0.00741518,0.0485455,5442.2
885,7 6 6 4 (4),0.00734925,0.0484258,5442.1
179,7 6 6 A (1),0.0072879,0.0339729,5441.4
1225,7 6 6 A (2),0.00730283,0.0341458,5441.3
790,7 6 6 A (3),0.00720536,0.0338758,5441.2
1078,7 6 6 A (4),0.00719678,0.0338394,5441.1
1071,7 6 5 5 (1),0.0068064,0.046555,5433.4
1118,7 6 5 5 (2),0.00642664,0.0452747,5433.3
214,7 6 5 5 (3),0.00664531,0.0458935,5433.2
942,7 6 5 5 (4),0.00673294,0.0463182,5433.1
6,7 6 5 4 (1),0.00646256,0.0277485,5432.4
1045,7 6 5 4 (2),0.00636844,0.0275278,5432.3
411,7 6 5 4 (3),0.00626795,0.0273492,5432.2
244,7 6 5 4 (4),0.006152,0.0270726,5432.1
689,7 6 5 A (1),0.00601014,0.0189001,5431.4
672,7 6 5 A (2),0.00564635,0.0183492,5431.3
1004,7 6 5 A (3),0.00536925,0.0178844,5431.2
230,7 6 5 A (4),0.00505702,0.0173825,5431.1
904,7 6 4 4 (1),0.00476817,0.0390067,5422.4
1205,7 6 4 4 (2),0.00457485,0.0382035,5422.3
400,7 6 4 4 (3),0.004545,0.0380833,5422.2
1017,7 6 4 4 (4),0.00452379,0.037954,5422.1
1282,7 6 4 A (1),0.00448624,0.0163715,5421.4
1309,7 6 4 A (2),0.00423389,0.0158763,5421.3
234,7 6 4 A (3),0.00394594,0.0153197,5421.2
1281,7 6 4 A (4),0.00365086,0.0147607,5421.1
902,7 6 A A (1),0.00349338,0.0154177,5411.4
1239,7 6 A A (2),0.0033121,0.0150076,5411.3
1028,7 6 A A (3),0.00312508,0.0146041,5411.2
63,7 6 A A (4),0.00293689,0.0141224,5411.1
935,7 5 5 5 (1),0.00241289,0.0684234,5333.4
1084,7 5 5 5 (2),0.00194913,0.0612028,5333.3
865,7 5 5 5 (3),0.00202871,0.0626718,5333.2
835,7 5 5 5 (4),0.0022736,0.0665665,5333.1
992,7 5 5 4 (1),0.00222229,0.0266313,5332.4
1300,7 5 5 4 (2),0.00222087,0.0266019,5332.3
953,7 5 5 4 (3),0.00217248,0.0263062,5332.2
1008,7 5 5 4 (4),0.0022794,0.0269641,5332.1
1210,7 5 5 A (1),0.00218597,0.0185962,5331.4
341,7 5 5 A (2),0.00221989,0.0187805,5331.3
883,7 5 5 A (3),0.00211368,0.018352,5331.2
167,7 5 5 A (4),0.00210439,0.0183268,5331.1
1120,7 5 4 4 (1),0.00200515,0.0252028,5322.4
979,7 5 4 4 (2),0.00191818,0.0246713,5322.3
943,7 5 4 4 (3),0.00200508,0.0252174,5322.2
1262,7 5 4 4 (4),0.00199427,0.0252185,5322.1
1043,7 5 4 A (1),0.00191606,0.0106794,5321.4
1019,7 5 4 A (2),0.00175146,0.0102105,5321.3
243,7 5 4 A (3),0.00158694,0.00969062,5321.2
144,7 5 4 A (4),0.00149783,0.00944397,5321.1
1207,7 5 A A (1),0.00134744,0.00957118,5311.4
959,7 5 A A (2),0.00125906,0.00925707,5311.3
1018,7 5 A A (3),0.00115959,0.00889307,5311.2
1204,7 5 A A (4),0.00109698,0.00862701,5311.1
1082,7 4 4 4 (1),0.000821593,0.0396136,5222.4
1126,7 4 4 4 (2),0.000895092,0.0414254,5222.3
839,7 4 4 4 (3),0.000894135,0.0419256,5222.2
776,7 4 4 4 (4),0.000931172,0.0429659,5222.1
1302,7 4 4 A (1),0.000860448,0.0117189,5221.4
1221,7 4 4 A (2),0.000871859,0.0117786,5221.3
1007,7 4 4 A (3),0.000841596,0.0115477,5221.2
71,7 4 4 A (4),0.000853746,0.0116488,5221.1
977,7 4 A A (1),0.000807125,0.00742886,5211.4
1192,7 4 A A (2),0.000699153,0.00689028,5211.3
1260,7 4 A A (3),0.000628547,0.006547,5211.2
976,7 4 A A (4),0.000613872,0.00645661,5211.1
1124,7 A A A (1),0.000547474,0.00863285,5111.4
1175,7 A A A (2),0.000506398,0.00831543,5111.3
77,7 A A A (3),0.000562628,0.0087637,5111.2
30,7 A A A (4),0.000496695,0.00822161,5111.1
352,6 6 6 6 (1),8.65178e-05,0.0465074,4444.4
764,6 6 6 6 (2),0.000271307,0.0860135,4444.3
725,6 6 6 6 (3),0.000115445,0.0620336,4444.2
338,6 6 6 6 (4),0.0,0.0,4444.1
1102,6 6 6 5 (1),0.000107041,0.0144091,4443.4
1058,6 6 6 5 (2),0.000133865,0.0160695,4443.3
825,6 6 6 5 (3),0.000136937,0.0166045,4443.2
787,6 6 6 5 (4),0.000114234,0.0149039,4443.1
1015,6 6 6 4 (1),0.000137615,0.0166321,4442.4
630,6 6 6 4 (2),0.000186669,0.0195176,4442.3
613,6 6 6 4 (3),0.000131913,0.016359,4442.2
374,6 6 6 4 (4),0.000153123,0.0173029,4442.1
100,6 6 6 A (1),0.000167136,0.0127584,4441.4
852,6 6 6 A (2),0.000181031,0.0132072,4441.3
603,6 6 6 A (3),0.000126256,0.010988,4441.2
357,6 6 6 A (4),0.000179754,0.0131066,4441.1
685,6 6 5 5 (1),0.000119279,0.0100005,4433.4
687,6 6 5 5 (2),0.000100403,0.00921048,4433.3
670,6 6 5 5 (3),0.000166971,0.0121503,4433.2
1003,6 6 5 5 (4),0.000131977,0.0105937,4433.1
1257,6 6 5 4 (1),0.000134026,0.00652475,4432.4
1319,6 6 5 4 (2),0.000150731,0.00691363,4432.3
1196,6 6 5 4 (3),0.000147202,0.00687424,4432.2
1250,6 6 5 4 (4),0.000139208,0.00664605,4432.1
650,6 6 5 A (1),0.000134459,0.00461355,4431.4
112,6 6 5 A (2),0.000128223,0.00451666,4431.3
1297,6 6 5 A (3),0.000148457,0.00485218,4431.2
380,6 6 5 A (4),0.000128369,0.00452121,4431.1
739,6 6 4 4 (1),0.000163969,0.011826,4422.4
1137,6 6 4 4 (2),0.000131538,0.0106601,4422.3
699,6 6 4 4 (3),0.000134046,0.0109076,4422.2
961,6 6 4 4 (4),0.000149024,0.0112478,4422.1
7,6 6 4 A (1),0.000134572,0.00464532,4421.4
67,6 6 4 A (2),0.000133513,0.00460859,4421.3
1241,6 6 4 A (3),0.000116808,0.00429557,4421.2
1115,6 6 4 A (4),0.000134321,0.00461813,4421.1
113,6 6 A A (1),0.000114212,0.00455285,4411.4
24,6 6 A A (2),0.000122459,0.00470959,4411.3
14,6 6 A A (3),0.000120213,0.00469301,4411.2
21,6 6 A A (4),0.000126677,0.00478989,4411.1
38,6 5 5 5 (1),9.78399e-05,0.0135351,4333.4
1216,6 5 5 5 (2),6.87781e-05,0.0115665,4333.3
335,6 5 5 5 (3),4.87655e-05,0.00894856,4333.2
1265,6 5 5 5 (4),0.000112607,0.0147085,4333.1
181,6 5 5 4 (1),9.86942e-05,0.00558386,4332.4
1229,6 5 5 4 (2),0.000100792,0.00566833,4332.3
791,6 5 5 4 (3),8.2624e-05,0.00513224,4332.2
1079,6 5 5 4 (4),9.28004e-05,0.00545577,4332.1
626,6 5 5 A (1),9.07351e-05,0.00380197,4331.4
1149,6 5 5 A (2),7.45267e-05,0.00343928,4331.3
54,6 5 5 A (3),9.20598e-05,0.00381359,4331.2
193,6 5 5 A (4),8.48395e-05,0.0036752,4331.1
694,6 5 4 4 (1),5.98347e-05,0.00438612,4322.4
678,6 5 4 4 (2),4.71316e-05,0.00389715,4322.3
1001,6 5 4 4 (3),7.15511e-05,0.00475997,4322.2
223,6 5 4 4 (4),6.21397e-05,0.00443921,4322.1
1315,6 5 4 A (1),6.18288e-05,0.00192,4321.4
1270,6 5 4 A (2),5.32586e-05,0.00178415,4321.3
1248,6 5 4 A (3),4.48563e-05,0.00164133,4321.2
1264,6 5 4 A (4),3.01855e-05,0.00134105,4321.1
1135,6 5 A A (1),2.78579e-05,0.00137594,4311.4
1122,6 5 A A (2),2.24741e-05,0.0012374,4311.3
917,6 5 A A (3),2.04296e-05,0.00117972,4311.2
1088,6 5 A A (4),1.57949e-05,0.00103411,4311.1
1214,6 4 4 4 (1),2.55848e-05,0.00707419,4222.4
343,6 4 4 4 (2),7.93651e-06,0.004347,4222.3
882,6 4 4 4 (3),0.0,0.0,4222.2
552,6 4 4 4 (4),6.17284e-06,0.003381,4222.1
1227,6 4 4 A (1),8.86835e-06,0.00117885,4221.4
170,6 4 4 A (2),1.01676e-05,0.0012783,4221.3
1080,6 4 4 A (3),9.59315e-06,0.00123921,4221.2
1238,6 4 4 A (4),8.46578e-06,0.00115983,4221.1
676,6 4 A A (1),4.7681e-06,0.000570155,4211.4
1000,6 4 A A (2),4.79922e-06,0.000573727,4211.3
221,6 4 A A (3),2.96361e-06,0.000450325,4211.2
1268,6 4 A A (4),2.50568e-06,0.000413871,4211.1
339,6 A A A (1),1.33336e-06,0.000421742,4111.4
151,6 A A A (2),4.70146e-07,0.000257509,4111.3
166,6 A A A (3),9.52818e-07,0.000369108,4111.2
49,6 A A A (4),0.0,0.0,4111.1
28,5 5 5 5 (1),0.0,0.0,3333.4
622,5 5 5 5 (2),0.0,0.0,3333.3
1139,5 5 5 5 (3),0.0,0.0,3333.2
470,5 5 5 5 (4),0.0,0.0,3333.1
102,5 5 5 4 (1),0.0,0.0,3332.4
857,5 5 5 4 (2),0.0,0.0,3332.3
889,5 5 5 4 (3),0.0,0.0,3332.2
365,5 5 5 4 (4),0.0,0.0,3332.1
757,5 5 5 A (1),0.0,0.0,3331.4
1030,5 5 5 A (2),0.0,0.0,3331.3
423,5 5 5 A (3),0.0,0.0,3331.2
804,5 5 5 A (4),0.0,0.0,3331.1
647,5 5 4 4 (1),0.0,0.0,3322.4
609,5 5 4 4 (2),0.0,0.0,3322.3
1299,5 5 4 4 (3),0.0,0.0,3322.2
386,5 5 4 4 (4),0.0,0.0,3322.1
73,5 5 4 A (1),5.40249e-07,0.000295906,3321.4
88,5 5 4 A (2),5.40249e-07,0.000295906,3321.3
126,5 5 4 A (3),0.0,0.0,3321.2
36,5 5 4 A (4),0.0,0.0,3321.1
108,5 5 A A (1),0.0,0.0,3311.4
2,5 5 A A (2),0.0,0.0,3311.3
11,5 5 A A (3),0.0,0.0,3311.2
4,5 5 A A (4),0.0,0.0,3311.1
628,5 4 4 4 (1),0.0,0.0,3222.4
1144,5 4 4 4 (2),0.0,0.0,3222.3
467,5 4 4 4 (3),0.0,0.0,3222.2
189,5 4 4 4 (4),0.0,0.0,3222.1
854,5 4 4 A (1),5.24109e-07,0.000287066,3221.4
116,5 4 4 A (2),0.0,0.0,3221.3
359,5 4 4 A (3),0.0,0.0,3221.2
596,5 4 4 A (4),0.0,0.0,3221.1
110,5 4 A A (1),0.0,0.0,3211.4
1296,5 4 A A (2),0.0,0.0,3211.3
326,5 4 A A (3),0.0,0.0,3211.2
994,5 4 A A (4),0.0,0.0,3211.1
1147,5 A A A (1),0.0,0.0,3111.4
51,5 A A A (2),0.0,0.0,3111.3
191,5 A A A (3),0.0,0.0,3111.2
1224,5 A A A (4),0.0,0.0,3111.1
755,4 4 4 4 (1),0.0,0.0,2222.4
1033,4 4 4 4 (2),0.0,0.0,2222.3
421,4 4 4 4 (3),0.0,0.0,2222.2
807,4 4 4 4 (4),0.0,0.0,2222.1
1167,4 4 4 A (1),0.0,0.0,2221.4
18,4 4 4 A (2),0.0,0.0,2221.3
318,4 4 4 A (3),0.0,0.0,2221.2
489,4 4 4 A (4),0.0,0.0,2221.1
91,4 4 A A (1),0.0,0.0,2211.4
96,4 4 A A (2),0.0,0.0,2211.3
1143,4 4 A A (3),0.0,0.0,2211.2
183,4 4 A A (4),0.0,0.0,2211.1
1027,4 A A A (1),0.0,0.0,2111.4
65,4 A A A (2),0.0,0.0,2111.3
810,4 A A A (3),0.0,0.0,2111.2
1051,4 A A A (4),0.0,0.0,2111.1
15,A A A A (1),0.0,0.0,1111.4
23,A A A A (2),0.0,0.0,1111.3
567,A A A A (3),0.0,0.0,1111.2
511,A A A A (4),0.0,0.0,1111.1
