,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Sample_size
1137,6 6 4 4 (2),0.000131538,0.0106601,2.39767,1.40993,88.4677,2.95106,87.7385,3.12624,0.0,0.0,0.0,0.0,0.837435,1.59647,4422.3,2243.7,4422.3,20.3, 6 6 4 4 (2), 20 (2),300000,35449247,33341390,25398887,7766111,2512,300000
1138,R R 5 A (1),71.0283,0.835846,17.1009,0.694467,79.6634,0.743783,77.4927,0.812159,0.0,0.0,0.0,0.0,33.1986,1.41541,8831.4,1387.6,88.4,26.4, R R X X (1), 26 (1),300000,882349219,797253366,549922573,128173971,99595,300000
1139,5 5 5 5 (3),0.0,0.0,0.210941,2.83134,86.6919,21.4885,86.0092,22.4393,0.0,0.0,0.0,0.0,0.740374,7.53086,3333.2,3332.8,3333.2,20.2, 5 5 5 5 (3), 20 (3),288877,985990,937476,697533,207802,1370,300000
1140,R C 7 6 (2),46.7671,1.21574,0.00419714,0.0157972,0.0,0.0,0.0,0.0,44.3052,1.21135,3.1267,0.559729,0.0,0.0,8754.3,4577.7,0.3,33.3, X X X X (2), 33 (2),300000,466214321,307083843,504189323,289871017,0,300000
1141,R R S 7 (3),87.9649,0.84671,2.17713e-05,0.00121734,61.1457,1.26785,57.5739,1.34332,66.8976,1.22717,36.605,1.73856,0.0,0.0,8865.2,5687.8,88.2,37.2, R R X X (3), 37 (3),300000,441159620,404018828,441159620,230356498,0,300000
1142,C S 5 4 (2),1.60915,0.4347,1.60836,0.434698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.2251,2.02563,7632.3,2366.7,0.3,29.3, X X X X (2), 29 (2),300000,235631142,159957794,154407428,34844027,252675,300000
1143,4 4 A A (3),0.0,0.0,96.8187,0.747584,89.1375,1.32755,88.1851,1.43661,0.0,0.0,0.0,0.0,0.0,0.0,2211.2,1121.8,2211.2,10.2, 4 4 A A (3), 10 (3),300000,165455569,152118555,127977758,46256469,0,300000
1144,5 4 4 4 (2),0.0,0.0,2.42892,2.1414,77.1646,5.84723,75.7937,6.14755,0.0,0.0,0.0,0.0,0.0329517,0.51272,3222.3,2222.7,222.3,17.3, 4 4 4 X (2), 17 (2),300000,15753076,14861057,11692619,3847100,98,300000
1145,R S 6 5 (1),22.4735,1.01969,0.129681,0.0877766,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8643.4,3467.6,0.4,31.4, X X X X (1), 31 (1),300000,466273372,307127321,504249345,300548122,0,300000
1146,S 7 4 4 (4),0.11596,0.191996,2.36618,0.857311,16.7626,2.10819,11.2382,1.84024,0.0,0.0,0.0,0.0,14.0373,3.39147,6522.1,2255.9,22.1,25.1, 4 4 X X (4), 25 (4),300000,94548553,88663789,62843270,16524419,42112,300000
1147,5 A A A (1),0.0,0.0,99.771,0.176627,79.5079,1.48704,77.4593,1.61408,0.0,0.0,0.0,0.0,0.0,0.0,3111.4,1112.6,111.4,8.4, A A A X (1), 8 (1),300000,220609293,200559385,170635798,61693748,0,300000
1148,S 6 A A (3),0.0515219,0.0592066,80.3217,1.03695,10.3418,0.793912,2.09819,0.390775,0.0,0.0,0.0,0.0,0.0495152,0.104475,6411.2,1145.8,11.2,18.2, A A X X (3), 18 (3),300000,441214843,404063117,305941526,87577654,148,300000
1149,6 5 5 A (2),7.45267e-05,0.00343928,27.08,1.77513,19.9008,1.59219,13.6838,1.42161,0.0,0.0,0.0,0.0,0.0371161,0.147225,4331.3,1333.7,33.3,17.3, 5 5 X X (2), 17 (2),300000,189072148,175453965,137652352,43522206,111,300000
1150,C S 5 A (4),1.52667,0.299152,19.5575,0.967801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8334,1.66936,7631.1,1366.9,0.1,26.1, X X X X (4), 26 (4),300000,466184451,307069244,314229138,73236895,68500,300000
1151,C C S A (1),2.4116,0.610441,5.56801,0.914593,39.7744,1.95048,35.0985,1.97543,100.0,0.0,100.0,0.0,0.0,0.0,7761.4,1676.6,77.4,31.4, C C X X (1), 31 (1),300000,189081973,175459570,189081973,106300405,0,300000
1152,R R 6 5 (3),75.6918,1.1184,0.0996034,0.082364,61.156,1.27157,57.5853,1.34761,82.8869,0.979462,71.2863,1.5254,0.0,0.0,8843.2,3487.8,88.2,31.2, R R X X (3), 31 (3),300000,441215692,404071609,441215692,262961668,0,300000
1153,7 7 6 5 (1),0.0101479,0.0567469,0.167487,0.2309,26.4439,2.4902,21.5582,2.4027,0.0,0.0,0.0,0.0,25.0163,4.28768,5543.4,3454.6,55.4,25.4, 7 7 X X (1), 25 (1),300000,94527621,88640073,63546101,17031225,75049,300000
1154,S S 7 4 (1),0.214948,0.261915,0.74606,0.48609,31.9876,2.62811,27.4712,2.59692,100.0,0.0,100.0,0.0,0.0,0.0,6652.4,2565.6,66.4,31.4, S S X X (1), 31 (1),300000,94530786,88644181,94530786,56230251,0,300000
1155,R C 4 A (2),34.3783,0.818838,34.3835,0.819823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5918,1.08864,8721.3,1277.7,0.3,25.3, X X X X (2), 25 (2),300000,921059048,588059804,639148470,153755680,52775,300000
1156,C 7 5 A (4),0.965088,0.238482,21.5926,1.00361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65677,0.972333,7531.1,1356.9,0.1,23.1, X X X X (4), 23 (4),300000,466267310,307112897,333659538,87008305,16970,300000
1157,S 5 A A (3),0.0324224,0.0470288,86.2161,0.901011,10.3395,0.794498,2.09789,0.391067,0.0,0.0,0.0,0.0,0.0125874,0.0535578,6311.2,1135.8,11.2,17.2, A A X X (3), 17 (3),300000,441190467,404050338,309447443,90665988,37,300000
1158,R 7 6 5 (1),13.58,0.836971,0.153182,0.0955516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6252,1.71536,8543.4,3457.6,0.4,28.4, X X X X (1), 28 (1),300000,466216495,307090944,320314446,77195859,229875,300000
1159,S 6 4 4 (4),0.0626704,0.140945,2.38764,0.862888,16.7652,2.10409,11.2435,1.83739,0.0,0.0,0.0,0.0,10.0753,2.96494,6422.1,2245.9,22.1,24.1, 4 4 X X (4), 24 (4),300000,94533909,88652732,63472674,17030008,30225,300000
1160,R 7 6 A (2),12.6689,0.573404,12.6667,0.574243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5201,0.897613,8541.3,1457.7,0.3,24.3, X X X X (2), 24 (2),300000,921052578,588072962,658517354,167327542,31560,300000
1161,C 5 4 A (1),0.534033,0.17823,51.1641,1.21843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733454,0.374919,7321.4,1236.6,0.4,20.4, X X X X (1), 20 (1),300000,466215722,307089175,348262921,98897930,2200,300000
1162,R S 7 4 (3),24.5764,1.04964,0.696569,0.202939,0.0,0.0,0.0,0.0,83.0134,0.915198,71.4386,1.42817,0.0,0.0,8652.2,2567.8,0.2,31.2, X X X X (3), 31 (3),300000,466250322,307111542,504220263,299879485,0,300000
1163,R C S 5 (4),51.3876,1.22037,0.0357455,0.0461722,0.0,0.0,0.0,0.0,56.2415,1.21169,19.242,1.30923,0.0,0.0,8763.1,3677.9,0.1,35.1, X X X X (4), 35 (4),300000,466221539,307097247,504203918,273201189,0,300000
1164,C 7 6 5 (3),1.15359,0.368143,0.156366,0.136408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0668,2.79538,7543.2,3456.8,0.2,28.2, X X X X (3), 28 (3),300000,235656617,159960495,160171114,38602912,183200,300000
1165,C 6 5 4 (2),0.736488,0.294745,1.94108,0.475998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5878,2.36188,7432.3,2346.7,0.3,25.3, X X X X (2), 25 (2),300000,235642580,159952643,167093215,43735026,58763,300000
1166,C S 7 6 (4),1.9972,0.482993,0.0060759,0.0269157,0.0,0.0,0.0,0.0,42.5041,1.70823,0.0,0.0,0.0,0.0,7654.1,4566.9,0.1,33.1, X X X X (4), 33 (4),300000,235661794,159964058,252100228,144947253,0,300000
1167,4 4 4 A (1),0.0,0.0,56.0911,4.86354,77.6416,4.09557,76.0689,4.3401,0.0,0.0,0.0,0.0,0.000122802,0.0228513,2221.4,1221.6,222.4,13.4, 4 4 4 X (1), 13 (1),300000,31510115,29439231,24054497,8435152,0,300000
1168,7 7 4 A (3),0.00932426,0.0384912,41.7965,1.96934,26.7858,1.76334,21.1041,1.68728,0.0,0.0,0.0,0.0,0.241855,0.363573,5521.2,1254.8,55.2,19.2, 7 7 X X (3), 19 (3),300000,189063570,175448062,134078025,40110115,725,300000
1169,R 7 6 4 (4),12.9604,0.820101,1.06935,0.251059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7024,1.99349,8542.1,2457.9,0.1,27.1, X X X X (4), 27 (4),300000,466249338,307117663,324845310,80427687,116107,300000
1170,R R S A (3),83.8958,0.679839,4.87585,0.397404,63.3305,0.887976,59.4161,0.952254,85.0659,0.6563,73.4391,1.08507,0.0,0.0,8861.2,1687.8,88.2,31.2, R R X X (3), 31 (3),300000,882430911,797317700,882430911,496154592,0,300000
1171,C 4 A A (2),0.438526,0.172175,92.7909,0.674367,12.4915,0.862703,4.44829,0.562822,0.0,0.0,0.0,0.0,0.00317848,0.0273734,7211.3,1126.7,11.3,16.3, A A X X (2), 16 (2),300000,441178642,404041497,314044594,94871618,9,300000
1172,R 6 5 A (3),7.4734,0.452955,23.6866,0.732659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48162,0.470546,8431.2,1347.8,0.2,22.2, X X X X (3), 22 (3),300000,921045768,588054519,679878141,183954011,7444,300000
1173,C 6 5 5 (4),0.744655,0.485994,0.213972,0.260805,20.7326,2.29119,15.4705,2.10761,0.0,0.0,0.0,0.0,26.2972,4.22664,7433.1,3346.9,33.1,26.1, 5 5 X X (4), 26 (4),300000,94540208,88654704,61857048,15782281,78891,300000
1174,C 5 4 4 (3),0.538006,0.413004,2.41081,0.863544,16.9914,2.11662,11.4803,1.85892,0.0,0.0,0.0,0.0,7.03052,2.55921,7322.2,2236.8,22.2,23.2, 4 4 X X (3), 23 (3),300000,94533910,88648569,64267652,17673633,21091,300000
1175,7 A A A (2),0.000506398,0.00831543,99.3138,0.305423,79.07,1.50052,76.977,1.62821,0.0,0.0,0.0,0.0,0.0,0.0,5111.3,1114.7,111.3,10.3, A A A X (2), 10 (2),300000,220590025,200536394,166408008,56860727,0,300000
1176,R 6 A A (4),6.22885,0.446242,77.5711,0.768971,9.64684,0.543984,0.0,0.0,0.0,0.0,0.0,0.0,0.0364855,0.0637414,8411.1,1147.9,11.1,18.1, A A X X (4), 18 (4),300000,882355474,797236180,611814411,175131251,109,300000
1177,R C 6 6 (1),41.8363,1.96839,0.00946455,0.0388062,29.2354,1.8153,23.7415,1.76226,75.6932,1.70869,58.6392,2.56404,0.0,0.0,8744.4,4477.6,44.4,32.4, 6 6 X X (1), 32 (1),300000,189059120,175438707,189059120,111105924,0,300000
1178,7 7 5 4 (3),0.00971704,0.0555622,1.79873,0.749137,25.8449,2.47212,20.9185,2.37415,0.0,0.0,0.0,0.0,8.09972,2.78787,5532.2,2354.8,55.2,23.2, 7 7 X X (3), 23 (3),300000,94540399,88651221,65335263,18520517,24299,300000
1179,S S 6 A (3),0.208747,0.182033,11.8546,1.28948,32.4411,1.86342,27.1969,1.83902,0.0,0.0,0.0,0.0,40.493,3.15829,6641.2,1465.8,66.2,27.2, S S X X (3), 27 (3),300000,189083757,175463771,116333624,26466170,121478,300000
1180,R 4 4 A (3),4.56936,0.58797,55.4544,1.4002,17.815,1.07855,10.3835,0.898481,0.0,0.0,0.0,0.0,0.207076,0.23424,8221.2,1227.8,22.2,19.2, 4 4 X X (3), 19 (3),300000,378152740,346794198,265234078,77714598,621,300000
1181,R 5 5 4 (4),5.73236,0.927088,2.07681,0.568731,21.0208,1.62461,14.8924,1.47622,0.0,0.0,0.0,0.0,9.25702,2.01732,8332.1,2337.9,33.1,24.1, 5 5 X X (4), 24 (4),300000,189070855,175456630,126403442,33635242,27771,300000
1182,C 6 4 A (4),0.627926,0.193131,44.6818,1.21285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82886,0.392212,7421.1,1246.9,0.1,21.1, X X X X (4), 21 (4),300000,466223357,307106404,344120292,95428730,2486,300000
1183,S 4 4 A (3),0.028523,0.0672739,55.731,1.98291,15.8112,1.45235,9.27672,1.19971,0.0,0.0,0.0,0.0,0.207565,0.333068,6221.2,1225.8,22.2,19.2, 4 4 X X (3), 19 (3),300000,189096206,175476055,132633749,38848972,622,300000
1184,R R 7 7 (2),81.7869,1.64535,0.000135074,0.00495716,98.982,0.428269,98.8927,0.46559,49.833,2.13221,10.879,1.76979,0.0,0.0,8855.3,5587.7,8855.3,34.3, R R 7 7 (2), 34 (2),300000,165445744,152109115,165445744,93131310,0,300000
1185,C 6 6 A (4),0.763399,0.346576,14.1064,1.39042,23.8831,1.69582,17.974,1.58632,0.0,0.0,0.0,0.0,5.58787,1.58584,7441.1,1446.9,44.1,23.1, 6 6 X X (4), 23 (4),300000,189099566,175476960,125905431,33223989,16763,300000
1186,S 5 5 4 (4),0.0435554,0.117946,2.09208,0.805463,18.7328,2.20095,13.3378,1.98306,0.0,0.0,0.0,0.0,9.25247,2.85175,6332.1,2335.9,33.1,24.1, 5 5 X X (4), 24 (4),300000,94535222,88650030,63204934,16818224,27757,300000
1187,R 6 4 A (4),6.63862,0.429831,43.0414,0.855526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827589,0.276751,8421.1,1247.9,0.1,21.1, X X X X (4), 21 (4),300000,921115390,588082268,688263043,190841366,2482,300000
1188,R C 5 A (1),36.8913,0.832523,18.1158,0.664466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1955,1.32489,8731.4,1377.6,0.4,26.4, X X X X (1), 26 (1),300000,921121721,588062058,628514411,146482295,99586,300000
1189,C S 4 4 (1),1.49823,0.685576,2.34495,0.854906,17.4197,2.1368,11.9388,1.8876,0.0,0.0,0.0,0.0,78.4339,3.79004,7622.4,2266.6,22.4,28.4, 4 4 X X (1), 28 (1),300000,94521864,88639036,58912645,13731254,235301,300000
1190,R R 6 4 (2),75.0706,1.12703,0.874112,0.242923,68.7751,1.20686,65.9046,1.28893,0.0,0.0,0.0,0.0,95.9216,0.81964,8842.3,2487.7,88.3,30.3, R R X X (2), 30 (2),300000,441185005,404040068,266607126,58681663,287764,300000
1191,C C 5 5 (2),2.34927,1.39744,0.203871,0.416598,92.0089,2.50357,91.5036,2.65556,0.0,0.0,0.0,0.0,95.2766,3.12869,7733.3,3376.7,7733.3,30.3, C C 5 5 (2), 30 (2),300000,35454144,33346086,21327633,4655491,285829,300000
1192,7 4 A A (2),0.000699153,0.00689028,94.6004,0.589595,12.491,0.862521,4.44752,0.562121,0.0,0.0,0.0,0.0,2.65434e-05,0.00265828,5211.3,1124.7,11.3,13.3, A A X X (2), 13 (2),300000,441191878,404052625,329285046,109888265,0,300000
1193,R 7 A A (4),9.46338,0.540151,73.0013,0.819571,9.64346,0.544706,0.0,0.0,0.0,0.0,0.0,0.0,0.104002,0.105434,8511.1,1157.9,11.1,19.1, A A X X (4), 19 (4),300000,882363452,797272849,601165909,166123072,312,300000
1194,R R 5 5 (1),72.0493,1.90962,0.202621,0.19185,98.0954,0.581747,97.9285,0.632222,0.0,0.0,0.0,0.0,100.0,0.0,8833.4,3387.6,8833.4,30.4, R R 5 5 (1), 30 (1),300000,165453502,152118069,99533147,21720056,300000,300000
1195,7 7 6 A (3),0.00971457,0.039292,13.655,1.36723,26.787,1.76413,21.1016,1.68946,0.0,0.0,0.0,0.0,1.18284,0.772516,5541.2,1454.8,55.2,21.2, 7 7 X X (3), 21 (3),300000,189092080,175466337,130094654,36544966,3548,300000
1196,6 6 5 4 (3),0.000147202,0.00687424,2.02903,0.795726,21.1361,2.2995,15.8967,2.1303,0.0,0.0,0.0,0.0,1.28807,1.18779,4432.2,2343.8,44.2,21.2, 6 6 X X (3), 21 (3),300000,94553898,88663473,67199562,20188230,3864,300000
1197,R S S 7 (2),27.0834,1.7703,8.03284e-05,0.00357024,38.2472,1.93816,33.4553,1.95207,68.1078,1.85603,38.9278,2.69177,0.0,0.0,8665.3,5667.7,66.3,37.3, S S X X (2), 37 (2),300000,189070120,175454456,189070120,98733633,0,300000
1198,R C C S (3),56.0292,1.97692,0.0,0.0,45.0362,1.97883,40.7699,2.03018,73.1895,1.76964,44.0416,2.86307,0.0,0.0,8776.2,6777.8,77.2,40.2, C C X X (3), 40 (3),300000,189063648,175445841,189063648,90582667,0,300000
1199,R S 7 A (1),24.3069,0.738312,7.76988,0.461638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1194,1.22826,8651.4,1567.6,0.4,28.4, X X X X (1), 28 (1),300000,921075692,588054640,608110302,133318777,216358,300000
1200,R R R C (4),99.8224,0.155212,0.0,0.0,88.3872,1.18252,87.2265,1.29256,72.4393,1.64694,42.4758,2.63749,0.0,0.0,8887.1,7887.9,888.1,40.1, R R R X (4), 40 (4),300000,220612262,200566488,220612262,105699098,0,300000
1201,S 6 5 5 (4),0.0764695,0.155843,0.214291,0.260718,20.7385,2.29,15.4723,2.11161,0.0,0.0,0.0,0.0,26.313,4.22831,6433.1,3345.9,33.1,26.1, 5 5 X X (4), 26 (4),300000,94540023,88650056,61850245,15774606,78939,300000
1202,R 7 7 6 (1),14.2185,1.38923,0.00739,0.0342749,32.2291,1.86315,26.969,1.83571,0.0,0.0,0.0,0.0,100.0,0.0,8554.4,4557.6,55.4,30.4, 7 7 X X (1), 30 (1),300000,189071719,175453599,116000870,26153059,300000,300000
1203,C 6 5 4 (1),0.741559,0.296015,1.95073,0.476254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.419,2.52914,7432.4,2346.6,0.4,25.4, X X X X (1), 25 (1),300000,235676816,159977172,167131342,43744454,70256,300000
1204,7 5 A A (4),0.00109698,0.00862701,86.8734,0.88347,8.41883,0.723868,0.0,0.0,0.0,0.0,0.0,0.0,6.90083e-05,0.00420413,5311.1,1134.9,11.1,14.1, A A X X (4), 14 (4),300000,441191494,404048238,324460269,104837174,0,300000
1205,7 6 4 4 (2),0.00457485,0.0382035,2.39539,0.862723,17.2125,2.12392,11.7158,1.87007,0.0,0.0,0.0,0.0,1.43122,1.2487,5422.3,2244.7,22.3,21.3, 4 4 X X (2), 21 (2),300000,94538086,88652315,67081431,20088534,4293,300000
1206,R C 4 4 (4),34.9298,1.90276,2.32227,0.601384,18.8698,1.56078,12.5742,1.37457,0.0,0.0,0.0,0.0,53.9576,3.2335,8722.1,2277.9,22.1,28.1, 4 4 X X (4), 28 (4),300000,189093325,175476638,117852681,27464177,161872,300000
1207,7 5 A A (1),0.00134744,0.00957118,87.5271,0.861583,14.8811,0.928586,7.05555,0.697562,0.0,0.0,0.0,0.0,0.000303487,0.00887732,5311.4,1134.6,11.4,14.4, A A X X (1), 14 (1),300000,441195925,404049147,324462499,104831421,0,300000
1208,R S A A (3),16.7285,0.687411,70.0801,0.84499,11.7757,0.595391,2.3583,0.294789,0.0,0.0,0.0,0.0,2.05276,0.438028,8611.2,1167.8,11.2,22.2, A A X X (3), 22 (3),300000,882389322,797284269,568429937,140996214,6158,300000
1209,C 6 A A (2),0.610327,0.202991,79.6853,1.04998,12.4903,0.863175,4.44686,0.562129,0.0,0.0,0.0,0.0,0.0659526,0.121198,7411.3,1146.7,11.3,18.3, A A X X (2), 18 (2),300000,441179272,404042382,305919352,87571109,197,300000
1210,7 5 5 A (1),0.00218597,0.0185962,27.0363,1.77136,20.1457,1.60083,13.949,1.43289,0.0,0.0,0.0,0.0,0.157299,0.296868,5331.4,1334.6,33.4,18.4, 5 5 X X (1), 18 (1),300000,189066080,175450977,135269872,41214080,471,300000
1211,R S 5 A (3),18.8886,0.674454,18.8889,0.675978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9598,1.23446,8631.2,1367.8,0.2,26.2, X X X X (3), 26 (3),300000,921121525,588070499,628535723,146482265,77879,300000
1212,7 6 6 4 (2),0.00739358,0.0485275,1.21458,0.616579,23.5991,2.39516,18.5266,2.26201,0.0,0.0,0.0,0.0,9.01293,2.92619,5442.3,2444.7,44.3,23.3, 6 6 X X (2), 23 (2),300000,94527313,88642075,65363790,18555214,27038,300000
1213,R C 6 4 (4),40.2708,1.19699,0.897114,0.230062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.1572,1.25158,8742.1,2477.9,0.1,30.1, X X X X (4), 30 (4),300000,466238782,307106066,304702874,67079523,264471,300000
1214,6 4 4 4 (1),2.55848e-05,0.00707419,2.42704,2.14589,77.1613,5.85379,75.7899,6.15314,0.0,0.0,0.0,0.0,0.206508,1.26588,4222.4,2223.6,222.4,18.4, 4 4 4 X (1), 18 (1),300000,15758420,14865879,11562442,3714840,619,300000
1215,C 7 4 4 (3),0.943459,0.547269,2.36471,0.856421,16.9845,2.11323,11.4759,1.85639,0.0,0.0,0.0,0.0,16.0565,3.59131,7522.2,2256.8,22.2,25.2, 4 4 X X (3), 25 (3),300000,94545506,88662412,62829250,16522883,48169,300000
1216,6 5 5 5 (2),6.87781e-05,0.0115665,0.217417,0.64861,77.6787,5.81284,76.3389,6.11065,0.0,0.0,0.0,0.0,1.46477,3.17301,4333.3,3333.7,333.3,21.3, 5 5 5 X (2), 21 (2),300000,15762234,14869326,11154809,3320218,4394,300000
1217,C S 5 5 (4),1.62207,0.711618,0.207181,0.255883,20.7273,2.28633,15.466,2.10772,0.0,0.0,0.0,0.0,86.3411,3.07549,7633.1,3366.9,33.1,30.1, 5 5 X X (4), 30 (4),300000,94539898,88655698,56872485,12412022,259023,300000
1218,S 4 4 A (4),0.0285553,0.0673204,55.6971,1.98208,15.6132,1.44628,9.06018,1.18876,0.0,0.0,0.0,0.0,0.150666,0.284214,6221.1,1225.9,22.1,19.1, 4 4 X X (4), 19 (4),300000,189088307,175462768,132626719,38853453,451,300000
1219,R 7 6 4 (1),13.2254,0.827015,1.11418,0.256085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9122,2.03663,8542.4,2457.6,0.4,27.4, X X X X (1), 27 (1),300000,466242067,307079145,324814660,80411607,164736,300000
1220,S 6 4 A (4),0.0557096,0.0576834,45.5084,1.21719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826924,0.392916,6421.1,1245.9,0.1,21.1, X X X X (4), 21 (4),300000,466243115,307098738,344140177,95421691,2480,300000
1221,7 4 4 A (2),0.000871859,0.0117786,55.8546,1.9812,16.021,1.46242,9.50282,1.21246,0.0,0.0,0.0,0.0,0.00564376,0.0585662,5221.3,1224.7,22.3,16.3, 4 4 X X (2), 16 (2),300000,189085989,175466881,139575634,45461815,16,300000
1222,R 7 4 A (4),9.99491,0.517361,38.7192,0.839258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65783,0.385688,8521.1,1257.9,0.1,22.1, X X X X (4), 22 (4),300000,921108751,588107703,678704926,183035380,4973,300000
1223,R 7 5 4 (3),11.6222,0.780841,1.68309,0.313956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7607,1.83666,8532.2,2357.8,0.2,26.2, X X X X (3), 26 (3),300000,466227672,307102121,329268527,83679971,80282,300000
1224,5 A A A (4),0.0,0.0,99.6179,0.2273,78.1927,1.51947,76.0124,1.64849,0.0,0.0,0.0,0.0,0.0,0.0,3111.1,1112.9,111.1,8.1, A A A X (4), 8 (4),300000,220606951,200555725,170631307,61684167,0,300000
1225,7 6 6 A (2),0.00730283,0.0341458,14.2119,1.39077,24.4557,1.71409,18.5934,1.60992,0.0,0.0,0.0,0.0,0.741783,0.627882,5441.3,1444.7,44.3,20.3, 6 6 X X (2), 20 (2),300000,189083318,175466983,132483944,38628448,2225,300000
1226,R C 6 A (4),38.7182,0.841563,9.99507,0.516968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2765,1.33545,8741.1,1477.9,0.1,27.1, X X X X (4), 27 (4),300000,921029332,588017058,620350205,141109406,108829,300000
1227,6 4 4 A (1),8.86835e-06,0.00117885,55.9744,1.98149,16.231,1.47108,9.72702,1.22576,0.0,0.0,0.0,0.0,0.00196757,0.0350213,4221.4,1223.6,22.4,15.4, 4 4 X X (1), 15 (1),300000,189078610,175455697,140817387,46772812,5,300000
1228,C 7 4 A (3),0.910351,0.231408,40.4622,1.19582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47483,0.66434,7521.2,1256.8,0.2,22.2, X X X X (3), 22 (3),300000,466229934,307109312,339334438,91491338,7424,300000
1229,6 5 5 4 (2),0.000100792,0.00566833,2.09923,0.809666,19.2123,2.22323,13.8476,2.01219,0.0,0.0,0.0,0.0,0.858885,0.9831,4332.3,2333.7,33.3,20.3, 5 5 X X (2), 20 (2),300000,94541644,88654384,67741928,20715348,2576,300000
1230,C S 5 4 (4),1.5918,0.431939,1.59306,0.433689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9854,2.29723,7632.1,2366.9,0.1,29.1, X X X X (4), 29 (4),300000,235651646,159956354,154420445,34841710,233956,300000
1231,R R S S (4),88.5509,1.35689,0.0,0.0,99.3893,0.332385,99.3357,0.361507,72.4406,1.90607,42.4792,3.04999,0.0,0.0,8866.1,6687.9,8866.1,40.1, R R S S (4), 40 (4),300000,165434703,152099268,165434703,79263093,0,300000
1232,R S 6 6 (2),22.5872,1.66044,0.0094604,0.0386696,28.9125,1.80966,23.3941,1.75624,73.487,1.76013,54.8834,2.58811,0.0,0.0,8644.3,4467.7,44.3,32.3, 6 6 X X (2), 32 (2),300000,189073612,175453568,189073612,111109613,0,300000
1233,R C 7 7 (3),47.1353,1.98548,0.000126091,0.0044784,34.4613,1.89167,29.377,1.88263,47.9797,1.9901,7.58403,1.41099,0.0,0.0,8755.2,5577.8,55.2,34.2, 7 7 X X (3), 34 (3),300000,189089310,175476473,189089310,106437545,0,300000
1234,R 7 5 5 (1),11.8742,1.28984,0.209539,0.18186,24.0502,1.7024,18.1529,1.59241,0.0,0.0,0.0,0.0,54.4683,3.3221,8533.4,3357.6,33.4,27.4, 5 5 X X (1), 27 (1),300000,189083900,175460000,121257259,29748881,163405,300000
1235,R 5 4 A (4),5.14823,0.38152,48.7487,0.861798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418934,0.200639,8321.1,1237.9,0.1,20.1, X X X X (4), 20 (4),300000,921084210,588053173,696498167,197792697,1256,300000
1236,S 4 A A (3),0.0257876,0.0418674,93.4684,0.645047,10.3388,0.795873,2.09783,0.391154,0.0,0.0,0.0,0.0,0.00175113,0.0203089,6211.2,1125.8,11.2,16.2, A A X X (3), 16 (3),300000,441169448,404033631,314035384,94875052,5,300000
1237,C 6 5 A (4),0.685004,0.201475,24.4391,1.04876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65918,0.546853,7431.1,1346.9,0.1,22.1, X X X X (4), 22 (4),300000,466230508,307122088,339947554,91987043,4977,300000
