,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Sample_size
628,5 4 4 4 (1),0.0,0.0,2.42789,2.14138,77.1493,5.84769,75.7758,6.14678,0.0,0.0,0.0,0.0,0.0519195,0.643386,3222.4,2222.6,222.4,17.4, 4 4 4 X (1), 17 (1),300000,15753398,14859986,11687204,3847833,155,300000
629,C C 6 4 (4),2.36011,0.857877,0.94166,0.544391,37.134,2.72813,32.9572,2.74207,0.0,0.0,0.0,0.0,88.1552,2.90673,7742.1,2476.9,77.1,30.1, C C X X (4), 30 (4),300000,94521584,88632935,57117410,12572015,264465,300000
630,6 6 6 4 (2),0.000186669,0.0195176,1.21774,1.52835,77.8084,5.78224,76.4768,6.08062,0.0,0.0,0.0,0.0,4.38457,5.37535,4442.3,2443.7,444.3,22.3, 6 6 6 X (2), 22 (2),300000,15754044,14862544,11056715,3235280,13153,300000
631,7 6 6 5 (3),0.00731365,0.0481836,0.176256,0.236887,23.3129,2.38705,18.2192,2.25133,0.0,0.0,0.0,0.0,10.9222,3.15527,5443.2,3444.8,44.2,24.2, 6 6 X X (3), 24 (3),300000,94529958,88641905,64790871,18057190,32766,300000
632,S S S 5 (4),0.214807,0.642761,0.0433323,0.290054,78.8997,5.68565,77.6329,5.9838,56.2427,6.90801,19.2381,7.52683,0.0,0.0,6663.1,3665.9,666.1,35.1, S S S X (4), 35 (4),300000,15753223,14861474,15753223,8535757,0,300000
633,7 7 7 6 (4),0.0100672,0.139789,0.00746562,0.12145,78.3429,5.73697,77.0463,6.03232,0.0,0.0,0.0,0.0,42.0731,11.8653,5554.1,4554.9,555.1,27.1, 7 7 7 X (4), 27 (4),300000,15759460,14868925,10235865,2562104,126219,300000
634,C S S A (3),2.07983,0.569232,5.7359,0.926017,35.4581,1.91107,30.4497,1.9063,85.065,1.42014,73.4381,2.34877,0.0,0.0,7661.2,1666.8,66.2,31.2, S S X X (3), 31 (3),300000,189077088,175461364,189077088,106312804,0,300000
635,S 7 7 4 (3),0.174634,0.235928,0.769991,0.492371,28.3662,2.54095,23.6108,2.47367,0.0,0.0,0.0,0.0,64.4864,4.47745,6552.2,2555.8,55.2,28.2, 7 7 X X (3), 28 (3),300000,94542582,88656987,60024000,14450162,193459,300000
636,R R R A (4),98.3955,0.327536,4.14655,0.520702,89.1098,0.812972,87.8476,0.900601,78.3461,1.07563,61.4858,1.69538,0.0,0.0,8881.1,1887.9,888.1,31.1, R R R X (4), 31 (4),300000,441207243,395380521,441207243,248059326,0,300000
637,S 6 6 A (2),0.0804994,0.113121,14.1737,1.38801,24.4513,1.71804,18.5902,1.61446,0.0,0.0,0.0,0.0,7.50976,1.82365,6441.3,1445.7,44.3,23.3, 6 6 X X (2), 23 (2),300000,189073161,175460911,125891994,33213438,22529,300000
638,C C C 4 (4),2.43449,2.14759,0.453592,0.934806,79.4244,5.64742,78.1894,5.94253,49.0795,6.96421,7.77721,5.06239,0.0,0.0,7772.1,2776.9,777.1,34.1, C C C X (4), 34 (4),300000,15755839,14863688,15755839,8700012,0,300000
639,C C S 7 (1),2.42986,0.867279,6.81038e-05,0.00466927,38.3255,2.75089,34.2329,2.76989,69.3438,2.59966,41.2888,3.84207,0.0,0.0,7765.4,5676.6,77.4,37.4, C C X X (1), 37 (1),300000,94541247,88658059,94541247,49364948,0,300000
640,R R C 6 (1),94.8269,0.578897,0.000777562,0.00728307,76.8838,1.10313,74.7594,1.18823,64.0284,1.25391,32.6419,1.67728,0.0,0.0,8874.4,4787.6,88.4,36.4, R R X X (1), 36 (1),300000,441197307,404062573,441197307,235614930,0,300000
641,S S S 6 (1),0.216851,0.64883,0.00211565,0.0636776,78.8906,5.69095,77.623,5.98759,64.038,6.67961,32.6391,9.01176,0.0,0.0,6664.4,4665.6,666.4,36.4, S S S X (1), 36 (1),300000,15758856,14865999,15758856,8413512,0,300000
642,C S S S (1),2.09697,1.99402,0.0,0.0,79.297,5.64569,78.0524,5.94286,74.6586,6.06033,47.1184,10.1677,0.0,0.0,7666.4,6666.6,666.4,40.4, S S S X (1), 40 (1),300000,15747705,14855004,15747705,7547298,0,300000
643,C C C C (2),2.43276,9.73017,0.0,0.0,91.6007,17.5155,91.1682,18.3212,74.0082,27.748,45.7857,40.2618,0.0,0.0,7777.3,7776.7,7777.3,40.3, C C C C (2), 40 (2),288716,985364,937094,985364,472188,0,300000
644,R R R S (2),99.7196,0.195006,0.0,0.0,89.3637,1.13888,88.3007,1.24523,73.9325,1.61866,45.5939,2.65546,0.0,0.0,8886.3,6887.7,888.3,40.3, R R R X (2), 40 (2),300000,220608346,200565189,220608346,105699762,0,300000
645,S S 7 6 (4),0.215475,0.262009,0.0066557,0.0460956,30.9393,2.60813,26.3544,2.56794,42.5076,2.78871,0.0,0.0,0.0,0.0,6654.1,4565.9,66.1,33.1, S S X X (4), 33 (4),300000,94545236,88659032,94545236,54356365,0,300000
646,R C C 7 (1),55.9794,1.97739,1.30701e-05,0.00143264,45.9527,1.98654,41.7593,2.04153,69.3435,1.83577,41.2907,2.72321,0.0,0.0,8775.4,5777.6,77.4,37.4, C C X X (1), 37 (1),300000,189087659,175473616,189087659,98736957,0,300000
647,5 5 4 4 (1),0.0,0.0,2.43283,1.42344,87.664,3.04122,86.8842,3.21977,0.0,0.0,0.0,0.0,0.206307,0.816573,3322.4,2232.6,3322.4,18.4, 5 5 4 4 (1), 18 (1),300000,35452433,33344664,25909748,8256400,618,300000
648,S S 4 4 (3),0.204143,0.417146,2.34613,1.39856,90.6337,2.69287,90.0426,2.85414,0.0,0.0,0.0,0.0,61.3083,7.37666,6622.2,2265.8,6622.2,28.2, S S 4 4 (3), 28 (3),300000,35454582,33349611,22102382,5151328,183924,300000
649,S 7 A A (2),0.101373,0.082939,75.8981,1.11465,12.4929,0.861796,4.44926,0.562903,0.0,0.0,0.0,0.0,0.19446,0.203209,6511.3,1155.7,11.3,19.3, A A X X (2), 19 (2),300000,441180678,404041415,300596795,83059669,583,300000
650,6 6 5 A (1),0.000134459,0.00461355,26.0653,1.7502,22.4308,1.66239,16.4132,1.53234,0.0,0.0,0.0,0.0,0.130085,0.273171,4431.4,1343.6,44.4,18.4, 6 6 X X (1), 18 (1),300000,189063823,175452598,136577873,42471987,390,300000
651,C C 5 A (3),2.33782,0.602028,18.208,1.53824,38.9323,1.93968,34.1913,1.95882,0.0,0.0,0.0,0.0,25.9614,2.85282,7731.2,1376.8,77.2,26.2, C C X X (3), 26 (3),300000,189073210,175451979,117851529,27473170,77884,300000
652,S 6 6 4 (2),0.0805773,0.160067,1.21122,0.617345,23.5936,2.39211,18.52,2.26092,0.0,0.0,0.0,0.0,33.0475,4.52508,6442.3,2445.7,44.3,26.3, 6 6 X X (2), 26 (2),300000,94533987,88647578,61861144,15788267,99142,300000
653,C C C 5 (4),2.43656,2.14783,0.0287722,0.235612,79.4242,5.62895,78.1891,5.92339,56.2488,6.91737,19.2421,7.51957,0.0,0.0,7773.1,3776.9,777.1,35.1, C C C X (4), 35 (4),300000,15758813,14866212,15758813,8537590,0,300000
654,R R R 4 (4),98.804,0.402042,0.414987,0.237015,88.3884,1.18494,87.2278,1.29535,49.0837,1.84632,7.78223,1.33012,0.0,0.0,8882.1,2887.9,888.1,34.1, R R R X (4), 34 (4),300000,220586205,200542838,220586205,121792554,0,300000
655,R C C A (3),55.4509,1.40146,4.57045,0.588152,46.6703,1.40558,41.848,1.4518,85.0682,1.00515,73.4445,1.66244,0.0,0.0,8771.2,1777.8,77.2,31.2, C C X X (3), 31 (3),300000,378165286,346806163,378165286,212637259,0,300000
656,7 7 7 7 (4),0.00853823,0.553614,0.0,0.0,88.7605,19.9845,88.1786,20.896,0.0,0.0,0.0,0.0,63.396,41.0265,5555.1,5554.9,5555.1,28.1, 7 7 7 7 (4), 28 (4),288720,984601,936368,625620,150183,132586,300000
657,C S S 4 (3),2.08491,0.803455,0.553732,0.417885,34.1959,2.67737,29.8271,2.66615,50.6832,2.81952,10.6868,2.34386,0.0,0.0,7662.2,2666.8,66.2,34.2, S S X X (3), 34 (3),300000,94536667,88650640,94536667,52201088,0,300000
658,C 7 7 A (2),1.20409,0.434447,8.36865,1.10237,29.7463,1.82382,24.2945,1.77543,0.0,0.0,0.0,0.0,17.7818,2.54755,7551.3,1556.7,55.3,25.3, 7 7 X X (2), 25 (2),300000,189066797,175451329,121173778,29689722,53345,300000
659,S 5 5 A (1),0.0432067,0.0827756,26.9791,1.76999,20.1461,1.59968,13.9483,1.43244,0.0,0.0,0.0,0.0,1.56439,0.874203,6331.4,1335.6,33.4,21.4, 5 5 X X (1), 21 (1),300000,189086638,175467686,128537046,35355329,4693,300000
660,S S S 6 (4),0.217292,0.646953,0.00228141,0.0664105,78.8918,5.6936,77.6231,5.98861,60.5277,6.80924,26.0601,8.44309,0.0,0.0,6664.1,4665.9,666.1,36.1, S S S X (4), 36 (4),300000,15753118,14859602,15753118,8409641,0,300000
661,7 6 6 6 (3),0.00723881,0.11889,0.0101826,0.141003,78.2233,5.74827,76.9132,6.04585,0.0,0.0,0.0,0.0,15.9377,9.17837,5444.2,4444.8,444.2,25.2, 6 6 6 X (3), 25 (3),300000,15758420,14863766,10651995,2884964,47813,300000
662,S 7 7 5 (3),0.175874,0.236748,0.0808062,0.160405,28.3634,2.54488,23.6092,2.47611,0.0,0.0,0.0,0.0,78.1335,3.80579,6553.2,3555.8,55.2,29.2, 7 7 X X (3), 29 (3),300000,94529012,88646069,58872128,13655342,234400,300000
663,C 5 5 5 (1),0.551877,1.03204,0.214697,0.644102,77.6832,5.80879,76.3435,6.10844,0.0,0.0,0.0,0.0,25.8602,10.639,7333.4,3336.6,333.4,25.4, 5 5 5 X (1), 25 (1),300000,15759078,14866775,10358655,2662882,77580,300000
664,C 7 7 7 (3),1.21493,1.52306,0.000109045,0.0141427,78.7375,5.70175,77.4618,5.99765,81.3379,5.4185,68.9355,8.36578,0.0,0.0,7555.2,5556.8,555.2,31.2, 7 7 7 X (3), 31 (3),300000,15759368,14867139,15759368,9468224,0,300000
665,C S S S (4),2.10184,2.00148,0.0,0.0,79.2816,5.63718,78.0374,5.93268,72.445,6.22363,42.4899,10.0655,0.0,0.0,7666.1,6666.9,666.1,40.1, S S S X (4), 40 (4),300000,15753807,14861510,15753807,7548308,0,300000
666,R R C S (1),96.6417,0.469933,0.0,0.0,76.882,1.10018,74.7573,1.18516,74.6805,1.1338,47.1559,1.87992,0.0,0.0,8876.4,6787.6,88.4,40.4, R R X X (1), 40 (1),300000,441158422,404026510,441158422,211374580,0,300000
667,C S 5 5 (1),1.62832,0.712148,0.207352,0.257393,21.5021,2.32133,16.293,2.15023,0.0,0.0,0.0,0.0,100.0,0.0,7633.4,3366.6,33.4,30.4, 5 5 X X (1), 30 (1),300000,94544412,88660324,56869403,12415449,300000,300000
668,C C 6 6 (2),2.36662,1.40081,0.00926595,0.089071,92.0373,2.49535,91.5344,2.64548,73.4691,4.07644,54.8621,6.0134,0.0,0.0,7744.3,4476.7,7744.3,32.3, C C 6 6 (2), 32 (2),300000,35446141,33339695,35446141,20834540,0,300000
669,R R 7 5 (2),80.5356,1.03324,0.0528289,0.0600829,68.7772,1.20881,65.9069,1.29257,73.9224,1.1429,55.3076,1.69475,0.0,0.0,8853.3,3587.7,88.3,32.3, R R X X (2), 32 (2),300000,441184075,404040942,441184075,257426512,0,300000
670,6 6 5 5 (3),0.000166971,0.0121503,0.215775,0.428291,88.5174,2.94928,87.7909,3.12467,0.0,0.0,0.0,0.0,2.91641,2.89535,4433.2,3343.8,4433.2,22.2, 6 6 5 5 (3), 22 (3),300000,35446491,33338146,24983575,7379120,8749,300000
671,R C 5 A (4),35.5967,0.82564,17.323,0.652157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8383,1.17985,8731.1,1377.9,0.1,26.1, X X X X (4), 26 (4),300000,921129429,588082954,628546497,146488987,68514,300000
672,7 6 5 A (2),0.00564635,0.0183492,25.791,1.06655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31363,0.252956,5431.3,1344.7,0.3,19.3, X X X X (2), 19 (2),300000,466249072,307108035,357764486,107149523,940,300000
673,S S 7 A (3),0.212523,0.183546,8.07611,1.08589,32.4459,1.86195,27.2003,1.8374,0.0,0.0,0.0,0.0,59.061,3.12038,6651.2,1565.8,66.2,28.2, S S X X (3), 28 (3),300000,189093960,175469081,114034661,24999605,177182,300000
674,7 7 6 4 (3),0.0100297,0.0564382,1.17182,0.607148,25.8438,2.47805,20.9194,2.37925,0.0,0.0,0.0,0.0,11.0284,3.14315,5542.2,2454.8,55.2,24.2, 7 7 X X (3), 24 (3),300000,94536163,88649112,64447528,17766927,33085,300000
675,C 7 A A (3),0.865092,0.242082,74.8589,1.1312,10.3419,0.794859,2.09834,0.391788,0.0,0.0,0.0,0.0,0.142846,0.17488,7511.2,1156.8,11.2,19.2, A A X X (3), 19 (3),300000,441189242,404039928,300612968,83080933,428,300000
676,6 4 A A (1),4.7681e-06,0.000570155,95.7338,0.526554,14.8816,0.928792,7.05905,0.698523,0.0,0.0,0.0,0.0,1.75669e-06,0.000681255,4211.4,1123.6,11.4,12.4, A A X X (1), 12 (1),300000,441168291,404036511,333270293,114235004,0,300000
677,C S 4 4 (4),1.49749,0.684511,2.34405,0.854495,16.7803,2.11081,11.2533,1.83967,0.0,0.0,0.0,0.0,53.9524,4.59569,7622.1,2266.9,22.1,28.1, 4 4 X X (4), 28 (4),300000,94529888,88642697,58912302,13729779,161857,300000
678,6 5 4 4 (2),4.71316e-05,0.00389715,2.4292,0.867965,17.1983,2.13309,11.7038,1.87405,0.0,0.0,0.0,0.0,0.426526,0.703735,4322.3,2233.7,22.3,19.3, 4 4 X X (2), 19 (2),300000,94535728,88652876,68563938,21504816,1279,300000
679,S S S 7 (2),0.214379,0.644919,7.06152e-05,0.0117808,78.887,5.69257,77.618,5.99056,68.1137,6.48237,38.9247,9.4744,0.0,0.0,6665.3,5665.7,666.3,37.3, S S S X (2), 37 (2),300000,15757548,14864279,15757548,8226979,0,300000
680,C C C 6 (2),2.43014,2.14612,0.000889778,0.0418963,79.4096,5.63356,78.1719,5.93048,62.8433,6.73112,30.4248,8.84291,0.0,0.0,7774.3,4776.7,777.3,36.3, C C C X (2), 36 (2),300000,15757039,14863810,15757039,8415574,0,300000
681,S S 7 A (1),0.213555,0.183585,8.09249,1.08649,33.1779,1.87822,27.9875,1.8601,0.0,0.0,0.0,0.0,72.1355,2.84485,6651.4,1565.6,66.4,28.4, S S X X (1), 28 (1),300000,189100338,175470831,114042666,24999533,216406,300000
682,R R 6 4 (3),74.8621,1.13326,0.865211,0.241796,61.149,1.27078,57.5781,1.34677,0.0,0.0,0.0,0.0,91.974,1.12928,8842.2,2487.8,88.2,30.2, R R X X (3), 30 (3),300000,441152476,404018671,266609370,58673957,275922,300000
683,7 7 6 4 (1),0.0100143,0.0564101,1.17335,0.607014,26.4478,2.48445,21.5638,2.39532,0.0,0.0,0.0,0.0,12.6473,3.33956,5542.4,2454.6,55.4,24.4, 7 7 X X (1), 24 (1),300000,94538430,88652063,64464394,17779073,37942,300000
684,C C 5 5 (3),2.34725,1.39809,0.203492,0.417013,92.0053,2.50018,91.5004,2.65168,0.0,0.0,0.0,0.0,90.7286,4.27919,7733.2,3376.8,7733.2,30.2, C C 5 5 (3), 30 (3),300000,35458823,33352811,21331995,4654828,272185,300000
685,6 6 5 5 (1),0.000119279,0.0100005,0.215476,0.428172,88.5138,2.94777,87.7879,3.12159,0.0,0.0,0.0,0.0,7.24187,4.45494,4433.4,3343.6,4433.4,22.4, 6 6 5 5 (1), 22 (1),300000,35453133,33345315,24988699,7373126,21725,300000
686,C C 5 5 (4),2.34457,1.39617,0.205134,0.41803,92.0,2.50549,91.4946,2.65801,0.0,0.0,0.0,0.0,86.3279,5.06918,7733.1,3376.9,7733.1,30.1, C C 5 5 (4), 30 (4),300000,35452314,33346190,21327127,4653526,258983,300000
687,6 6 5 5 (2),0.000100403,0.00921048,0.215754,0.428638,88.5126,2.94732,87.7871,3.12134,0.0,0.0,0.0,0.0,4.6318,3.61377,4433.3,3343.7,4433.3,22.3, 6 6 5 5 (2), 22 (2),300000,35455804,33349484,24989223,7381628,13895,300000
688,R C 5 A (3),36.0249,0.827516,17.5851,0.656397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9611,1.23011,8731.2,1377.8,0.2,26.2, X X X X (3), 26 (3),300000,921143839,588107296,628546951,146500473,77883,300000
689,7 6 5 A (1),0.00601014,0.0189001,25.9313,1.06874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428664,0.296457,5431.4,1344.6,0.4,19.4, X X X X (1), 19 (1),300000,466193482,307066521,357749597,107130731,1285,300000
690,S S 7 A (2),0.213048,0.183927,8.08587,1.08766,32.8045,1.87289,27.5865,1.85117,0.0,0.0,0.0,0.0,65.3284,3.015,6651.3,1565.7,66.3,28.3, S S X X (2), 28 (2),300000,189074273,175449950,114029780,24996600,195985,300000
691,R R 6 4 (4),74.6533,1.13193,0.855565,0.240167,53.9915,1.29795,49.7617,1.36112,0.0,0.0,0.0,0.0,88.1583,1.33914,8842.1,2487.9,88.1,30.1, R R X X (4), 30 (4),300000,441195705,404049839,266636724,58691395,264474,300000
692,7 7 6 4 (2),0.00994593,0.0562854,1.17381,0.607514,26.136,2.48052,21.2336,2.38404,0.0,0.0,0.0,0.0,11.8194,3.23471,5542.3,2454.7,55.3,24.3, 7 7 X X (2), 24 (2),300000,94524229,88640948,64436379,17766513,35458,300000
693,C S 4 4 (3),1.50019,0.685925,2.34478,0.853588,16.9924,2.1192,11.4788,1.85521,0.0,0.0,0.0,0.0,61.3271,4.48689,7622.2,2266.8,22.2,28.2, 4 4 X X (3), 28 (3),300000,94541695,88653346,58926325,13726991,183981,300000
694,6 5 4 4 (1),5.98347e-05,0.00438612,2.4271,0.868703,17.4284,2.13859,11.947,1.88703,0.0,0.0,0.0,0.0,0.588715,0.828763,4322.4,2233.6,22.4,19.4, 4 4 X X (1), 19 (1),300000,94545001,88659423,68565762,21497836,1766,300000
695,R S 7 5 (1),25.3839,1.06094,0.0720549,0.0654377,0.0,0.0,0.0,0.0,75.8824,1.04092,58.6667,1.57002,0.0,0.0,8653.4,3567.6,0.4,32.4, X X X X (1), 32 (1),300000,466231754,307097001,504208774,294200995,0,300000
696,S 7 5 4 (4),0.13085,0.124817,1.76661,0.454696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2092,2.47395,6532.1,2355.9,0.1,26.1, X X X X (4), 26 (4),300000,235665730,159973855,164649162,41838126,69627,300000
697,S 6 4 A (3),0.0577435,0.0586066,45.7147,1.21625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01957,0.434573,6421.2,1245.8,0.2,21.2, X X X X (3), 21 (3),300000,466236686,307113835,344118695,95432816,3058,300000
698,C S 6 A (4),1.66425,0.312415,11.5417,0.778418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.277,1.88988,7641.1,1466.9,0.1,27.1, X X X X (4), 27 (4),300000,466270798,307125023,310218188,70576131,108831,300000
699,6 6 4 4 (3),0.000134046,0.0109076,2.40212,1.41576,88.4836,2.94448,87.7566,3.11825,0.0,0.0,0.0,0.0,0.70487,1.46904,4422.2,2243.8,4422.2,20.2, 6 6 4 4 (3), 20 (3),300000,35445163,33340929,25402693,7764794,2114,300000
700,7 7 5 A (3),0.00950129,0.038739,22.5744,1.66443,26.7888,1.77108,21.1051,1.69342,0.0,0.0,0.0,0.0,0.534343,0.528298,5531.2,1354.8,55.2,20.2, 7 7 X X (3), 20 (3),300000,189100802,175477508,131834315,38064760,1603,300000
701,C C C S (1),2.4327,2.15004,0.0,0.0,79.4415,5.627,78.2091,5.91998,74.6864,6.06135,47.1545,10.1731,0.0,0.0,7776.4,6776.6,777.4,40.4, C C C X (1), 40 (1),300000,15756798,14865432,15756798,7547648,0,300000
702,R R R 7 (1),99.567,0.242024,1.34234e-06,0.000424584,89.8543,1.11518,88.8401,1.21977,69.3482,1.69992,41.2952,2.51854,0.0,0.0,8885.4,5887.6,888.4,37.4, R R R X (1), 37 (1),300000,220577137,200531090,220577137,115171693,0,300000
703,C C C 7 (1),2.43105,2.14275,2.98731e-05,0.00739495,79.4286,5.63339,78.1934,5.92703,69.3528,6.42589,41.3178,9.58245,0.0,0.0,7775.4,5776.6,777.4,37.4, C C C X (1), 37 (1),300000,15760125,14867547,15760125,8230417,0,300000
704,S S S S (1),0.218801,2.97093,0.0,0.0,90.0803,18.9322,89.5736,19.7883,74.7339,27.4812,47.2951,40.3364,0.0,0.0,6666.4,6665.6,6666.4,40.4, S S S S (1), 40 (1),288845,986773,938624,986773,472557,0,300000
705,S S S 7 (1),0.214583,0.644442,9.18266e-05,0.0135703,78.8786,5.69157,77.6106,5.9875,69.332,6.42968,41.2952,9.5723,0.0,0.0,6665.4,5665.6,666.4,37.4, S S S X (1), 37 (1),300000,15746941,14854968,15746941,8225848,0,300000
706,C C C 6 (1),2.4319,2.1443,0.000910827,0.0421263,79.4289,5.63223,78.197,5.9274,64.0359,6.67882,32.6541,9.0219,0.0,0.0,7774.4,4776.6,777.4,36.4, C C C X (1), 36 (1),300000,15755752,14865418,15755752,8413658,0,300000
707,R R R 5 (1),99.1591,0.337897,0.024145,0.0572784,89.8563,1.11479,88.8423,1.21983,59.6736,1.81051,25.5767,2.19156,0.0,0.0,8883.4,3887.6,888.4,35.4, R R R X (1), 35 (1),300000,220601905,200555263,220601905,119533415,0,300000
708,S S 5 4 (2),0.207828,0.25695,1.62492,0.713847,31.6353,2.6179,27.0953,2.58486,0.0,0.0,0.0,0.0,84.2249,3.30062,6632.3,2365.7,66.3,29.3, S S X X (2), 29 (2),300000,94553937,88666079,57916747,13067167,252674,300000
709,S 7 4 A (1),0.114929,0.0827592,41.6403,1.20342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38274,0.964396,6521.4,1255.6,0.4,22.4, X X X X (1), 22 (1),300000,466230516,307096148,339314883,91485724,16148,300000
710,C C 6 A (2),2.35934,0.604462,10.6126,1.2288,39.3568,1.94745,34.6485,1.96735,0.0,0.0,0.0,0.0,45.0646,3.2005,7741.3,1476.7,77.3,27.3, C C X X (2), 27 (2),300000,189094543,175471012,116329385,26456698,135193,300000
711,S 4 4 4 (3),0.0285341,0.235589,2.43373,2.14727,77.1777,5.85463,75.809,6.15345,0.0,0.0,0.0,0.0,2.36907,3.9018,6222.2,2225.8,222.2,22.2, 4 4 4 X (3), 22 (3),300000,15767932,14875509,10891382,3092930,7107,300000
712,S 5 5 5 (4),0.0444989,0.293093,0.216799,0.649323,77.6905,5.79369,76.3516,6.09223,0.0,0.0,0.0,0.0,13.4236,8.28638,6333.1,3335.9,333.1,25.1, 5 5 5 X (4), 25 (4),300000,15759807,14867554,10357793,2663435,40270,300000
713,R 7 7 A (4),14.0269,0.97653,8.29802,0.775732,32.2893,1.3143,26.1674,1.28942,0.0,0.0,0.0,0.0,11.7357,1.51439,8551.1,1557.9,55.1,25.1, 7 7 X X (4), 25 (4),300000,378143289,346789134,242342290,59386893,35207,300000
714,C 6 6 4 (4),0.76755,0.492073,1.20609,0.616085,23.0357,2.37519,17.9275,2.23439,0.0,0.0,0.0,0.0,23.2914,4.07402,7442.1,2446.9,44.1,26.1, 6 6 X X (4), 26 (4),300000,94537590,88653505,61846222,15777905,69874,300000
715,C 5 5 A (3),0.549706,0.295367,26.882,1.76708,19.6558,1.58347,13.4186,1.41212,0.0,0.0,0.0,0.0,0.990773,0.700251,7331.2,1336.8,33.2,21.2, 5 5 X X (3), 21 (3),300000,189082487,175461187,128539659,35349335,2972,300000
716,C C S 6 (3),2.42372,0.867422,0.00191208,0.0246823,37.5365,2.72803,33.3882,2.74397,61.6802,2.74277,28.2366,3.48368,0.0,0.0,7764.2,4676.8,77.2,36.2, C C X X (3), 36 (3),300000,94547419,88659463,94547419,50486039,0,300000
717,S S 7 7 (3),0.217526,0.429928,0.000116382,0.00999366,90.719,2.67811,90.1323,2.83914,47.9798,4.61351,7.59225,3.27021,0.0,0.0,6655.2,5565.8,6655.2,34.2, S S 7 7 (3), 34 (3),300000,35456802,33349104,35456802,19960178,0,300000
718,R R C 5 (3),93.4688,0.64595,0.02567,0.04181,61.1467,1.27459,57.5754,1.34919,57.3751,1.28968,21.3361,1.45206,0.0,0.0,8873.2,3787.8,88.2,35.2, R R X X (3), 35 (3),300000,441154169,404017164,441154169,239043880,0,300000
